index,sample,robustness_spec,shock,horizon,control_set,return_lags,shock_std,response_1sd_tightening,response_1sd_easing,asymmetry_pvalue,nobs
ftse250,full,lag10,qe,0,own_lags_only,10,0.008275834415266841,-3.992729569664787e-05,9.208487481650092e-05,0.9249998898286688,4300
ftse250,full,lag10,qe,5,own_lags_only,10,0.008275834415266841,-0.0005308822377729436,0.001016627937159199,0.8314786460294546,4295
ftse250,full,lag10,qe,10,own_lags_only,10,0.008275834415266841,0.0003010755385031051,0.0011548435319381494,0.4693589193561164,4290
ftse250,full,lag10,qe,20,own_lags_only,10,0.008275834415266841,0.0010934106522574067,0.003699285118108016,0.06908280990458618,4280
ftse250,full,lag10,target,0,own_lags_only,10,0.011215995251866777,-0.0005288022055072889,-0.0004109355261269708,0.011156963462350702,7268
ftse250,full,lag10,target,5,own_lags_only,10,0.011215995251866777,-0.000760277305847399,-0.002049538026171704,0.009315101976020713,7263
ftse250,full,lag10,target,10,own_lags_only,10,0.011215995251866777,-0.0015362968303368242,-0.002980123198398958,0.011788730616108635,7258
ftse250,full,lag10,target,20,own_lags_only,10,0.011215995251866777,-0.0009561686816751342,-0.0024764594935907554,0.09434567767875729,7248
ftse250,full,ftse100_controls,path,0,ftse100,5,0.007831688458139412,1.2191222171441438e-05,0.0002479943016231155,0.29003169940946305,7269
ftse250,full,ftse100_controls,path,5,ftse100,5,0.007831688458139412,0.0007999673798295036,0.00043475857151820574,0.16656341148970777,7264
ftse250,full,ftse100_controls,path,10,ftse100,5,0.007831688458139412,0.00028163794184529083,0.000963651954869592,0.3504093292452706,7259
ftse250,full,ftse100_controls,path,20,ftse100,5,0.007831688458139412,-0.0002793407911922347,0.0008682711679842674,0.772250579792097,7249
ftse250,full,ftse100_controls,qe,0,ftse100,5,0.008275834415266841,1.4127510921640474e-05,-0.0002481503697442268,0.5592363342158355,4300
ftse250,full,ftse100_controls,qe,5,ftse100,5,0.008275834415266841,-0.0005040785701750845,0.0005554044841620203,0.9792414238757088,4295
ftse250,full,ftse100_controls,qe,10,ftse100,5,0.008275834415266841,0.00026623323767057587,0.0007674839060710429,0.5603460773047872,4290
ftse250,full,ftse100_controls,qe,20,ftse100,5,0.008275834415266841,0.001098216428411177,0.003318872430745756,0.07474608889533253,4280
ftse250,full,ftse100_controls,target,0,ftse100,5,0.011215995251866777,-8.053496731833636e-05,7.47745216374369e-05,0.9739425935156106,7269
ftse250,full,ftse100_controls,target,5,ftse100,5,0.011215995251866777,-0.00020443425604043118,-0.0014879022659492396,0.07752797574631322,7264
ftse250,full,ftse100_controls,target,10,ftse100,5,0.011215995251866777,-0.0009847933688003595,-0.0023291542114885423,0.025513548668342545,7259
ftse250,full,ftse100_controls,target,20,ftse100,5,0.011215995251866777,-0.0004111873592092279,-0.0018347597162964538,0.2353990678582596,7249
ftse250,full,allshare_controls,path,0,ftse_all_share,5,0.007831688458139412,2.5310549429375402e-05,0.00020566503611298703,0.28598917143618985,7269
ftse250,full,allshare_controls,path,5,ftse_all_share,5,0.007831688458139412,0.000813897728317059,0.00038517961688935625,0.1737961086165295,7264
ftse250,full,allshare_controls,path,10,ftse_all_share,5,0.007831688458139412,0.000295005302702283,0.0009117195168593673,0.36113974315307684,7259
ftse250,full,allshare_controls,path,20,ftse_all_share,5,0.007831688458139412,-0.00026702233329206713,0.0008166553897117552,0.7856732770476701,7249
ftse250,full,allshare_controls,qe,0,ftse_all_share,5,0.008275834415266841,2.29323027111514e-05,-0.00022578377606751937,0.5533323145500477,4300
ftse250,full,allshare_controls,qe,5,ftse_all_share,5,0.008275834415266841,-0.0004969731169099815,0.0005868765884375985,0.9636969793209931,4295
