index,sample,spec,shock,horizon,beta_pos,se_pos,pvalue_pos,ci_lower_pos,ci_upper_pos,beta_neg,se_neg,pvalue_neg,ci_lower_neg,ci_upper_neg,asymmetry_test_stat,asymmetry_pvalue,nobs,r_squared,num_regressors
ftse_all_share,pre_2009,single,path,0,-0.07161176102302608,0.052828466967415055,0.17524159042728105,-0.17515555627915957,0.031932034233107434,0.06574733764408534,0.04228740218629256,0.11999999244630967,-0.017135970641048076,0.14863064592921876,-2.011003550168456,0.04432508172912256,2969,0.018422231331145067,8
ftse_all_share,pre_2009,single,path,1,0.007250504745144546,0.05836504322509146,0.9011356735046895,-0.10714497997603471,0.12164598946632381,0.07082906848624017,0.06000865121168574,0.23787523712349112,-0.04678788788866388,0.1884460248611442,-0.7566130564648167,0.449281716804832,2969,0.017359773497441333,8
ftse_all_share,pre_2009,single,path,2,-0.005127778066175565,0.06951727481444886,0.9411992509600309,-0.14138163670249532,0.1311260805701442,0.13045651323068921,0.10029994611556185,0.19337354412180185,-0.06613138115581202,0.32704440761719045,-1.1089299689759067,0.2674603941693603,2969,0.01378773975081582,8
ftse_all_share,pre_2009,single,path,3,-0.048317422951870664,0.0738490214089471,0.5129359188050445,-0.19306150491340698,0.09642665900966566,0.044396140414087515,0.07006627983451344,0.5263219121588136,-0.09293376806155881,0.18172604888973384,-0.9162010288975257,0.35956146595892036,2969,0.007955255359571534,8
ftse_all_share,pre_2009,single,path,4,-0.13845247245440984,0.09369677386158472,0.1394973837501667,-0.32209814922311586,0.045193204314296215,0.05736565000631299,0.06400962628572499,0.37014409595681985,-0.06809321751370798,0.18282451752633397,-1.7422799781120208,0.08145946513489168,2969,0.012054149042234341,8
ftse_all_share,pre_2009,single,path,5,-0.12576423094291772,0.1005789680488324,0.21115241441537014,-0.3228990083186292,0.07137054643279378,0.14300316100440402,0.09657518276986007,0.1386746977650091,-0.046284197224521706,0.33229051923332975,-1.9057554731180042,0.056681938393374424,2969,0.011800132825495191,8
ftse_all_share,pre_2009,single,path,6,-0.13339973559986668,0.10631552901529953,0.20956841660499514,-0.34177817246985376,0.07497870127012041,0.1945776532501697,0.12329947257081354,0.11454495648908478,-0.04708931298862484,0.43624461948896426,-1.9912133681778128,0.04645743479882504,2969,0.007913557570998542,8
ftse_all_share,pre_2009,single,path,7,-0.19775588476935937,0.12347003897779438,0.10923285401991585,-0.43975716116583635,0.0442453916271176,0.1532435586990988,0.11026079726414412,0.16458107108502507,-0.06286760393862365,0.36935472133682123,-2.093140853153605,0.03633658277545642,2969,0.004399284268929993,8
ftse_all_share,pre_2009,single,path,8,-0.13293366901561748,0.1361408661188864,0.3288454425222378,-0.39976976660863484,0.13390242857739987,0.04998129488991228,0.08087515180009856,0.5365716620568372,-0.1085340026382809,0.20849659241810548,-1.1635286593941834,0.24461507720125997,2969,0.0031996932616800144,8
ftse_all_share,pre_2009,single,path,9,-0.16138468403287387,0.1479681373972466,0.2754172958865253,-0.4514022333314772,0.12863286526572948,0.04716952111489751,0.08879759210771122,0.5952783187812336,-0.1268737594162165,0.2212128016460115,-1.2199210438550943,0.2224948075313804,2969,0.0032956795927306937,8
ftse_all_share,pre_2009,single,path,10,-0.19970424718212568,0.15568225318513482,0.1995732903487355,-0.5048414634249899,0.10543296906073854,0.05329938755782197,0.10782456529017206,0.6210831597863198,-0.15803676041091524,0.2646355355265592,-1.327732306728389,0.18426655680725545,2969,0.003070290400647435,8
ftse_all_share,pre_2009,single,path,11,-0.2605873523060656,0.16360425562850398,0.11120713093392069,-0.5812516933379335,0.060076988725802194,0.028376274776804385,0.116892145321893,0.8081943888541698,-0.2007323300541059,0.25748487960771466,-1.4423496902782738,0.1492037488510575,2969,0.0030807286977112547,8
ftse_all_share,pre_2009,single,path,12,-0.22502562016040273,0.15776500933486692,0.15377191217352518,-0.5342450384567419,0.08419379813593642,0.05093134072357284,0.13850528975686818,0.7130810807211461,-0.2205390271998888,0.3224017086470345,-1.3243230227939458,0.1853957875136878,2969,0.003416199106555551,8
ftse_all_share,pre_2009,single,path,13,-0.16494723721392604,0.17033114585699866,0.33284887303076005,-0.49879628309364343,0.16890180866579133,0.0693012844640067,0.14429045898254383,0.631021100371497,-0.21350801514177925,0.3521105840697926,-1.058622274197217,0.28977183858872435,2969,0.003366462958825256,8
ftse_all_share,pre_2009,single,path,14,-0.16210152402807937,0.1889871280941931,0.391036910146049,-0.5325162950926978,0.20831324703653908,0.12216358046508412,0.12712200290354717,0.3365547954479433,-0.1269955452258683,0.3713227061560366,-1.2669384509765018,0.20517729857577605,2969,0.003465432012449532,8
ftse_all_share,pre_2009,single,path,15,-0.14178398061704015,0.1702547435244465,0.40497134990085737,-0.47548327792495526,0.191915316690875,0.063867082001093,0.10508344800321087,0.543336779325662,-0.1420964760852003,0.26983064008738633,-1.048654505697528,0.29433715996853693,2969,0.0028988413537476276,8
ftse_all_share,pre_2009,single,path,16,-0.12187567293228278,0.16946774912738868,0.4720378107014027,-0.4540324612219646,0.21028111535739902,0.006622955165049319,0.1171812436888418,0.9549284384036283,-0.2230522824650806,0.23629819279517925,-0.6311250507404124,0.5279587627898863,2969,0.0035964837110287196,8
ftse_all_share,pre_2009,single,path,17,-0.2376897098263687,0.17279661163739587,0.16896219562455028,-0.5763710686356646,0.1009916489829272,-0.06092590564865482,0.11701278648739206,0.6025915669817294,-0.29027096716394324,0.1684191558666336,-0.8508694425256839,0.3948418811158797,2969,0.0045612282523374015,8
ftse_all_share,pre_2009,single,path,18,-0.28166708762871534,0.17646489552181066,0.11045196254267889,-0.6275382828514642,0.06420410759403355,-0.10780323015264144,0.1079049000588188,0.3177667008747146,-0.31929683426792627,0.1036903739626434,-0.8542043090919712,0.3929917960364424,2969,0.005632460519553684,8
ftse_all_share,pre_2009,single,path,19,-0.2823129324656098,0.18656444713574596,0.13022394927242115,-0.6479792488516718,0.08335338392045227,-0.12294046063100034,0.11810127370157557,0.29788720130438395,-0.35441895708608845,0.10853803582408778,-0.7406674858792609,0.4588950782442667,2969,0.005289267997732328,8
ftse_all_share,pre_2009,single,path,20,-0.2693762757479403,0.20226918681670975,0.18293538755028171,-0.6658238819086915,0.12707133041281077,-0.07102075571936543,0.13019456807858595,0.5854116935401392,-0.3262021091533939,0.18416059771466303,-0.8438164587382404,0.3987719768459853,2969,0.004770563016499252,8
