index,sample,spec,shock,horizon,shock_std,response_1sd_tightening,response_1sd_easing,cum_effect_1sd_tightening,cum_effect_1sd_easing,asymmetry_pvalue,nobs
ftse_all_share,post_2009,joint,path,0,0.007543672872961001,-0.0006027053501037732,0.0005035397811322542,-0.0006027053501037732,0.0005035397811322542,0.820967527012173,4300
ftse_all_share,post_2009,joint,path,5,0.007543672872961001,0.000659510379760108,0.0011494378149279514,0.000659510379760108,0.0011494378149279514,0.03312533394361207,4295
ftse_all_share,post_2009,joint,path,10,0.007543672872961001,0.0005263665591482289,0.0017069381535031198,0.0005263665591482289,0.0017069381535031198,0.055633859087659165,4290
ftse_all_share,post_2009,joint,path,20,0.007543672872961001,0.00048557603353193644,0.0012788779941321127,0.00048557603353193644,0.0012788779941321127,0.3630321906421744,4280
ftse_all_share,post_2009,joint,qe,0,0.008275834415266841,-4.3201149806399784e-05,0.0003210658791928161,-4.3201149806399784e-05,0.0003210658791928161,0.5469103467018642,4300
ftse_all_share,post_2009,joint,qe,5,0.008275834415266841,-0.0002994178537648631,0.0008841496809591702,-0.0002994178537648631,0.0008841496809591702,0.7536112988697157,4295
ftse_all_share,post_2009,joint,qe,10,0.008275834415266841,0.00019843185014515983,0.0006648023458525146,0.00019843185014515983,0.0006648023458525146,0.6023017505269488,4290
ftse_all_share,post_2009,joint,qe,20,0.008275834415266841,0.00026398242325516915,0.002376234178471764,0.00026398242325516915,0.002376234178471764,0.21913269724927198,4280
ftse_all_share,post_2009,joint,target,0,0.006034745462165063,-0.0004573063200364085,-0.0003269343708794421,-0.0004573063200364085,-0.0003269343708794421,0.004333487138371772,4300
ftse_all_share,post_2009,joint,target,5,0.006034745462165063,-0.00033291014573022255,-0.0015940099768922543,-0.00033291014573022255,-0.0015940099768922543,0.03329252819968787,4295
ftse_all_share,post_2009,joint,target,10,0.006034745462165063,-0.0008502316283346392,-0.0018307226706197257,-0.0008502316283346392,-0.0018307226706197257,0.009544761000598407,4290
ftse_all_share,post_2009,joint,target,20,0.006034745462165063,-0.0007456947758948605,-0.002446243099248609,-0.0007456947758948605,-0.002446243099248609,0.03500474617733798,4280
