index,sample,spec,shock,horizon,shock_std,response_1sd_tightening,response_1sd_easing,cum_effect_1sd_tightening,cum_effect_1sd_easing,asymmetry_pvalue,nobs
ftse250,full,joint,path,0,0.007833839481115452,-0.0003057461299027759,0.0003552158752187132,-0.0003057461299027759,0.0003552158752187132,0.049525951298301084,7269
ftse250,full,joint,path,5,0.007833839481115452,0.0004157597707624979,0.0005515598455680369,0.0004157597707624979,0.0005515598455680369,0.895530277275872,7264
ftse250,full,joint,path,10,0.007833839481115452,-0.00011314435627676098,0.0010829873212831226,-0.00011314435627676098,0.0010829873212831226,0.2556362866396079,7259
ftse250,full,joint,path,20,0.007833839481115452,-0.0006771461149535928,0.000991547920059638,-0.0006771461149535928,0.000991547920059638,0.29061439353286467,7249
ftse250,full,joint,qe,0,0.008275834415266841,-3.234771335751741e-05,8.197477454232871e-05,-3.234771335751741e-05,8.197477454232871e-05,0.7888706159373323,4300
ftse250,full,joint,qe,5,0.008275834415266841,-0.0005294678407447307,0.0009604481425295232,-0.0005294678407447307,0.0009604481425295232,0.26336038657247485,4295
ftse250,full,joint,qe,10,0.008275834415266841,0.00029159600810664267,0.0011433557787395275,0.00029159600810664267,0.0011433557787395275,0.5137862186961075,4290
ftse250,full,joint,qe,20,0.008275834415266841,0.0010684005861406568,0.0037297190404098415,0.0010684005861406568,0.0037297190404098415,0.16502753814432547,4280
ftse250,full,joint,target,0,0.011219078718411933,-0.0005387895027789888,-0.00044881124494344413,-0.0005387895027789888,-0.00044881124494344413,0.7553720305943301,7269
ftse250,full,joint,target,5,0.011219078718411933,-0.0007374023876764114,-0.002079881547631714,-0.0007374023876764114,-0.002079881547631714,0.13385090757240073,7264
ftse250,full,joint,target,10,0.011219078718411933,-0.001550708179981886,-0.00295668318284899,-0.001550708179981886,-0.00295668318284899,0.32558110721816513,7259
ftse250,full,joint,target,20,0.011219078718411933,-0.0009825854098786148,-0.0024676173343876097,-0.0009825854098786148,-0.0024676173343876097,0.36382758204601995,7249
