index,sample,spec,shock,horizon,shock_std,response_1sd_tightening,response_1sd_easing,cum_effect_1sd_tightening,cum_effect_1sd_easing,asymmetry_pvalue,nobs
ftse_all_share,pre_2009,joint,path,0,0.008236539199536931,6.066406906119021e-06,-0.00013607147343642093,6.066406906119021e-06,-0.00013607147343642093,0.875519795266207,2969
ftse_all_share,pre_2009,joint,path,5,0.008236539199536931,0.0005400936084278441,-0.00016032269213685926,0.0005400936084278441,-0.00016032269213685926,0.8141014876443968,2969
ftse_all_share,pre_2009,joint,path,10,0.008236539199536931,0.0003768247851452747,0.0009051328051370388,0.0003768247851452747,0.0009051328051370388,0.6110461504050859,2969
ftse_all_share,pre_2009,joint,path,20,0.008236539199536931,-0.0015329312188564208,0.0009898733272500448,-0.0015329312188564208,0.0009898733272500448,0.844657921894947,2969
ftse_all_share,pre_2009,joint,target,0,0.01597584142869991,-0.0006726475129724993,-0.0007707043326641616,-0.0006726475129724993,-0.0007707043326641616,0.14500639600938037,2969
ftse_all_share,pre_2009,joint,target,5,0.01597584142869991,-0.0005176800834676499,-0.0016223473766620842,-0.0005176800834676499,-0.0016223473766620842,0.25404619609333357,2969
ftse_all_share,pre_2009,joint,target,10,0.01597584142869991,-0.0007218844032877556,-0.001396656554542295,-0.0007218844032877556,-0.001396656554542295,0.5081497504738445,2969
ftse_all_share,pre_2009,joint,target,20,0.01597584142869991,0.0013307297315789358,0.0003358684424576862,0.0013307297315789358,0.0003358684424576862,0.5996014230868358,2969
