index,sample,spec,shock,horizon,beta_pos,se_pos,pvalue_pos,ci_lower_pos,ci_upper_pos,beta_neg,se_neg,pvalue_neg,ci_lower_neg,ci_upper_neg,asymmetry_test_stat,asymmetry_pvalue,nobs,r_squared,num_regressors
ftse250,pre_super_thursday,joint,path,0,-0.00687703413362802,0.05530142382504696,0.9010338353701625,-0.11526782483072005,0.10151375656346402,-0.03880716121001445,0.04191891628989464,0.35456693355763236,-0.12096823713820792,0.04335391471817903,0.3998056422139177,0.689299674681448,4590,0.01615077811947918,12
ftse250,pre_super_thursday,joint,path,1,0.02152916067470978,0.06762608146559412,0.7502150012622325,-0.11101795899785469,0.15407628034727425,-0.03839615038032733,0.05524753656342828,0.48706536915332743,-0.14668132204464676,0.0698890212839921,0.6035786766781726,0.5461237930709477,4590,0.009852444208159672,12
ftse250,pre_super_thursday,joint,path,2,-0.047915495629470055,0.09148755403488636,0.6004608799877176,-0.2272311015378473,0.1314001102789072,0.014838721950575172,0.07251678983281165,0.837865403468233,-0.12729418612173565,0.156971630022886,-0.478595321905996,0.6322265470126001,4590,0.005044722902404208,12
ftse250,pre_super_thursday,joint,path,3,0.011830050473599786,0.09131487745585949,0.8969206608524494,-0.16714710933988483,0.1908072102870844,-0.06478023252180103,0.06832868667802704,0.34309490320034974,-0.19870445841073403,0.06914399336713196,0.603880699653902,0.5459229614259906,4590,0.005974772654737004,12
ftse250,pre_super_thursday,joint,path,4,-0.02238780777415071,0.1141453927752302,0.8445051799357151,-0.2461127776136019,0.20133716206530045,-0.0940824939384375,0.0786162986804064,0.23141175627492672,-0.24817043935203403,0.06000545147515905,0.4709245868509907,0.6376945894889532,4590,0.005713512372991336,12
ftse250,pre_super_thursday,joint,path,5,-0.045652003422373195,0.13688068696745326,0.7387442392075931,-0.3139381498785816,0.22263414303383522,-0.05488624593305673,0.10070228552936897,0.5857296116534583,-0.2522627255706199,0.14249023370450642,0.048181201826838216,0.961571831555385,4590,0.00432291159781939,12
ftse250,pre_super_thursday,joint,path,6,-0.07655210067997892,0.15187269477386137,0.6142231466801457,-0.37422258243674716,0.22111838107678933,0.02421364078761804,0.1251349291373485,0.8465672058041455,-0.22105082032158502,0.2694781018968211,-0.4367970655879107,0.6622585273009152,4590,0.004417870898189458,12
ftse250,pre_super_thursday,joint,path,7,-0.07350006474429241,0.17031642176646264,0.6660684499492007,-0.40732025140655914,0.2603201219179744,0.004305235183618815,0.13973728352574688,0.9754214678411683,-0.2695798405268451,0.2781903108940827,-0.29236959011880426,0.7700040565241769,4590,0.005391684138489894,12
ftse250,pre_super_thursday,joint,path,8,-0.020230509808459373,0.17210143023929306,0.9064242856895602,-0.35754931307747373,0.317088293460555,-0.07198054831530035,0.14139192329498798,0.6106924419686028,-0.34910871797347676,0.2051476213428761,0.1889390993724473,0.8501405485679845,4590,0.005263736490705551,12
ftse250,pre_super_thursday,joint,path,9,0.02692433557979652,0.18232598734843,0.882602095959434,-0.33043459962312627,0.3842832707827193,-0.11404464587543257,0.15137198563588977,0.4512056463448436,-0.4107337377217765,0.1826444459709114,0.4817415327765063,0.6299895679984386,4590,0.006080572049250277,12
ftse250,pre_super_thursday,joint,path,10,-0.04075908111172126,0.18545863337788174,0.8260467688550933,-0.4042580025323695,0.32273984030892694,-0.13939661494417568,0.161578475301866,0.38829268340429635,-0.4560904265358331,0.1772971966474817,0.32812200711940065,0.7428194150448548,4590,0.006777840004859592,12
ftse250,pre_super_thursday,joint,path,11,-0.09303633804855121,0.1906043272305811,0.6254702193655457,-0.46662081942049016,0.28054814332338773,-0.1353642413039312,0.1781704958668764,0.44740669599047844,-0.48457841320300893,0.2138499305951465,0.13157702741664434,0.8953188569881788,4590,0.007935799353699036,12
ftse250,pre_super_thursday,joint,path,12,-0.1704045745463789,0.20069462037733457,0.3958401433374249,-0.5637660304859546,0.2229568813931969,-0.10934309752083843,0.19463300476008089,0.5742583297225419,-0.49082378685059697,0.2721375918089201,-0.1782241081978529,0.8585469772081116,4590,0.007438333554084187,12
ftse250,pre_super_thursday,joint,path,13,-0.10065901288519878,0.2131269281585894,0.636715467401103,-0.518387792076034,0.31706976630563644,-0.11094168032315796,0.20535974884858113,0.5890378108498672,-0.513446788066377,0.291563427420061,0.02815549590536816,0.9775381322612612,4590,0.00759170955610966,12
ftse250,pre_super_thursday,joint,path,14,-0.06771263854801766,0.22129685047960806,0.7596190883499464,-0.5014544654880494,0.3660291883920141,-0.1251697266832329,0.20442885268389338,0.5403459549268423,-0.5258502779436639,0.2755108245771981,0.15532410820560172,0.8765658106547887,4590,0.007577212924347876,12
ftse250,pre_super_thursday,joint,path,15,-0.059243427968893335,0.20190949685464898,0.7692043824702759,-0.4549860418040053,0.3364991858662187,-0.11864575881479485,0.18213765882489966,0.5147837474749031,-0.4756355701115981,0.23834405248200846,0.18152525742045267,0.8559553099066267,4590,0.0063525036544824776,12
ftse250,pre_super_thursday,joint,path,16,-0.03029712397787895,0.2078678470804856,0.8841172853040279,-0.43771810425563074,0.3771238562998729,-0.15554633919723243,0.1826124365825996,0.39433402629080616,-0.5134667148991277,0.2023740365046628,0.37312543459019504,0.709055089356741,4590,0.005522628052868517,12
ftse250,pre_super_thursday,joint,path,17,-0.03207718406251121,0.21253941896923317,0.8800360956688653,-0.4486544452422082,0.3845000771171858,-0.26306070468933507,0.1823504412108762,0.14913015659464207,-0.6204675694626525,0.09434616008398228,0.6755926907216119,0.4992992834934955,4590,0.0058105001039403525,12
ftse250,pre_super_thursday,joint,path,18,-0.08498700415687374,0.22786097013959375,0.7091652254163232,-0.5315945056304775,0.36162049731672996,-0.26834489478019763,0.18023366620972203,0.13652102585889642,-0.6216028805512528,0.08491309099085753,0.5176146493118632,0.6047271587536776,4590,0.00540142250899478,12
ftse250,pre_super_thursday,joint,path,19,-0.0520096198194116,0.232635221226151,0.8230940387893089,-0.5079746534226675,0.4039554137838443,-0.26376895954654306,0.1749422268973649,0.1316187912786334,-0.6066557242653783,0.07911780517229217,0.608771652453279,0.542675805764139,4590,0.004934727969406305,12
ftse250,pre_super_thursday,joint,path,20,-0.04460307419961781,0.2442025748773588,0.8550743403730983,-0.5232401209592411,0.4340339725600055,-0.22043923521491923,0.18955363321318736,0.24485441838790356,-0.5919643563127664,0.15108588588292796,0.4802844914421717,0.6310251149230748,4590,0.0051246422300913475,12
ftse250,pre_super_thursday,joint,qe,0,0.008777632866760018,0.06662964309073556,0.8951918014816417,-0.12181646759108168,0.13937173332460173,0.04195012823030135,0.08764726038414461,0.6322057689982461,-0.1298385021226221,0.21373875858322477,-0.26117675927910045,0.7939561996855375,1621,0.02573795439025095,12
ftse250,pre_super_thursday,joint,qe,1,-0.11076809846625929,0.08805137509002084,0.20839393885389068,-0.28334879364270016,0.06181259671018155,0.08417934251289294,0.10851481736848281,0.4379022008396962,-0.12850969952933336,0.2968683845551192,-1.1853633204623406,0.23587382759629727,1621,0.02123674869545711,12
ftse250,pre_super_thursday,joint,qe,2,-0.09392215766883247,0.11705762051914005,0.4223457062773841,-0.323355093886347,0.13551077854868204,0.1543470773247308,0.14322975601364418,0.2812039103143448,-0.12638324446201182,0.4350773991114734,-1.1150123830904488,0.2648451152864776,1621,0.02143911320694969,12
ftse250,pre_super_thursday,joint,qe,3,-0.06937639189794116,0.12204169055645542,0.5697194747545637,-0.30857810538859376,0.16982532159271146,0.11607557170456331,0.15321540760453595,0.448692126019288,-0.18422662720032715,0.4163777706094538,-0.7790013869376611,0.4359788977488809,1621,0.01972207272032145,12
ftse250,pre_super_thursday,joint,qe,4,-0.1237630803641283,0.14988200172832183,0.4089534276878096,-0.4175318037516391,0.1700056430233825,0.10669986264542204,0.14918700354875217,0.4744800120584095,-0.18570666431013222,0.3991063896009763,-0.8901303624500182,0.3733958913913583,1621,0.020602124076927297,12
ftse250,pre_super_thursday,joint,qe,5,-0.11069220627039432,0.16253935533226593,0.49586018039989876,-0.4292693427216356,0.20788493018084692,-0.027270372552409095,0.1581683575691335,0.8631123978375643,-0.33728035338791074,0.2827396082830925,-0.2961836790441939,0.7670898122055396,1621,0.01980931960009069,12
ftse250,pre_super_thursday,joint,qe,6,-0.02508553355733024,0.17856404738185297,0.8882769653322808,-0.37507106642576205,0.3248999993111016,-0.1413279339663082,0.1683708336933473,0.4012533593527592,-0.47133476800526886,0.1886789000726525,0.3857805149675812,0.6996592271594453,1621,0.017592630015758948,12
ftse250,pre_super_thursday,joint,qe,7,0.012660872734748658,0.195475291318618,0.948357379876134,-0.3704706982497426,0.3957924437192399,-0.13056896746594865,0.21048405222767605,0.5350424386443966,-0.5431177098321938,0.2819797749002964,0.406645014938781,0.6842687303670865,1621,0.014799372258402221,12
