index,sample,spec,shock,horizon,shock_std,response_1sd_tightening,response_1sd_easing,cum_effect_1sd_tightening,cum_effect_1sd_easing,asymmetry_pvalue,nobs
ftse100,full,joint,path,0,0.007833839481115452,-0.00044692866134142273,0.00013570355364048132,-0.00044692866134142273,0.00013570355364048132,0.5438061458694239,7269
ftse100,full,joint,path,5,0.007833839481115452,0.0005365558955845567,0.00040759791850651476,0.0005365558955845567,0.00040759791850651476,0.3204409689821178,7264
ftse100,full,joint,path,10,0.007833839481115452,0.0005528539194692618,0.0013134785546837625,0.0005528539194692618,0.0013134785546837625,0.15118313690670407,7259
ftse100,full,joint,path,20,0.007833839481115452,-0.0002863851066058814,0.0011137426059692895,-0.0002863851066058814,0.0011137426059692895,0.6108958573125991,7249
ftse100,full,joint,qe,0,0.008275834415266841,-2.817535792450556e-05,0.0003868914152123381,-2.817535792450556e-05,0.0003868914152123381,0.4542005932166593,4300
ftse100,full,joint,qe,5,0.008275834415266841,-0.00026048157968852766,0.0008676879000006652,-0.00026048157968852766,0.0008676879000006652,0.7361080468215091,4295
ftse100,full,joint,qe,10,0.008275834415266841,0.00018549004121728698,0.0005751765035712654,0.00018549004121728698,0.0005751765035712654,0.6351500627298654,4290
ftse100,full,joint,qe,20,0.008275834415266841,0.00010996726529312122,0.0020991945188342503,0.00010996726529312122,0.0020991945188342503,0.2855572860764938,4280
ftse100,full,joint,target,0,0.011219078718411933,-0.0006412219865663456,-0.00069578573569503,-0.0006412219865663456,-0.00069578573569503,0.006190982432194463,7269
ftse100,full,joint,target,5,0.011219078718411933,-0.0009026594070786908,-0.0019505752669959726,-0.0009026594070786908,-0.0019505752669959726,0.00041087513901968525,7264
ftse100,full,joint,target,10,0.011219078718411933,-0.001478171531764301,-0.002099583207392451,-0.001478171531764301,-0.002099583207392451,0.011387893342618879,7259
ftse100,full,joint,target,20,0.011219078718411933,-0.00032106735758537035,-0.0014910487166107963,-0.00032106735758537035,-0.0014910487166107963,0.17327083717451763,7249
