Date,Security,Label,PX_LAST
2011-04-01,F3IGSS Index,Industrials,586.69
2011-04-01,F3REAES Index,Real Estate,373.11
2011-04-01,F3UTLOS Index,Utilities,557.99
2011-04-04,F3CNSVI Index,Consumer Discretionary,3283.75
2011-04-04,F3CONGI Index,Consumer Staples,9622.95
2011-04-04,F3OILGS Index,Energy,479.72
2011-04-04,UKX Index,FTSE 100,6016.98
2011-04-04,MCX Index,FTSE 250,11766.57
2011-04-04,ASX Index,FTSE All Share,3122.15
2011-04-04,F3FINI Index,Financials,4090.18
2011-04-04,F3IGSS Index,Industrials,590.2
2011-04-04,F3REAES Index,Real Estate,373.74
2011-04-04,F3UTLOS Index,Utilities,561.73
2011-04-05,F3CNSVI Index,Consumer Discretionary,3265.0
2011-04-05,F3CONGI Index,Consumer Staples,9667.43
2011-04-05,F3OILGS Index,Energy,479.49
2011-04-05,UKX Index,FTSE 100,6007.06
2011-04-05,MCX Index,FTSE 250,11737.66
2011-04-05,ASX Index,FTSE All Share,3116.63
2011-04-05,F3FINI Index,Financials,4093.86
2011-04-05,F3IGSS Index,Industrials,588.83
2011-04-05,F3REAES Index,Real Estate,374.04
2011-04-05,F3UTLOS Index,Utilities,555.99
2011-04-06,F3CNSVI Index,Consumer Discretionary,3285.37
2011-04-06,F3CONGI Index,Consumer Staples,9655.88
2011-04-06,F3OILGS Index,Energy,481.13
2011-04-06,UKX Index,FTSE 100,6041.13
2011-04-06,MCX Index,FTSE 250,11781.37
2011-04-06,ASX Index,FTSE All Share,3133.63
2011-04-06,F3FINI Index,Financials,4155.9
2011-04-06,F3IGSS Index,Industrials,589.15
2011-04-06,F3REAES Index,Real Estate,374.22
2011-04-06,F3UTLOS Index,Utilities,554.05
2011-04-07,F3CNSVI Index,Consumer Discretionary,3253.81
2011-04-07,F3CONGI Index,Consumer Staples,9562.24
2011-04-07,F3OILGS Index,Energy,477.31
2011-04-07,UKX Index,FTSE 100,6007.37
2011-04-07,MCX Index,FTSE 250,11659.42
2011-04-07,ASX Index,FTSE All Share,3114.51
2011-04-07,F3FINI Index,Financials,4154.53
2011-04-07,F3IGSS Index,Industrials,585.12
2011-04-07,F3REAES Index,Real Estate,367.18
2011-04-07,F3UTLOS Index,Utilities,550.85
2011-04-08,F3CNSVI Index,Consumer Discretionary,3255.69
2011-04-08,F3CONGI Index,Consumer Staples,9596.48
2011-04-08,F3OILGS Index,Energy,482.2
2011-04-08,UKX Index,FTSE 100,6055.75
2011-04-08,MCX Index,FTSE 250,11726.19
2011-04-08,ASX Index,FTSE All Share,3138.23
2011-04-08,F3FINI Index,Financials,4169.36
2011-04-08,F3IGSS Index,Industrials,588.28
2011-04-08,F3REAES Index,Real Estate,369.31
2011-04-08,F3UTLOS Index,Utilities,553.84
2011-04-11,F3CNSVI Index,Consumer Discretionary,3244.15
2011-04-11,F3CONGI Index,Consumer Staples,9540.13
2011-04-11,F3OILGS Index,Energy,480.1
2011-04-11,UKX Index,FTSE 100,6053.44
2011-04-11,MCX Index,FTSE 250,11689.7
2011-04-11,ASX Index,FTSE All Share,3136.11
2011-04-11,F3FINI Index,Financials,4169.15
2011-04-11,F3IGSS Index,Industrials,586.08
2011-04-11,F3REAES Index,Real Estate,368.4
2011-04-11,F3UTLOS Index,Utilities,556.77
2011-04-12,F3CNSVI Index,Consumer Discretionary,3251.59
2011-04-12,F3CONGI Index,Consumer Staples,9527.48
2011-04-12,F3OILGS Index,Energy,466.33
2011-04-12,UKX Index,FTSE 100,5964.47
2011-04-12,MCX Index,FTSE 250,11541.59
2011-04-12,ASX Index,FTSE All Share,3091.22
2011-04-12,F3FINI Index,Financials,4121.22
2011-04-12,F3IGSS Index,Industrials,578.5
2011-04-12,F3REAES Index,Real Estate,366.02
2011-04-12,F3UTLOS Index,Utilities,553.43
2011-04-13,F3CNSVI Index,Consumer Discretionary,3285.25
2011-04-13,F3CONGI Index,Consumer Staples,9685.48
2011-04-13,F3OILGS Index,Energy,469.3
2011-04-13,UKX Index,FTSE 100,6010.44
2011-04-13,MCX Index,FTSE 250,11615.77
2011-04-13,ASX Index,FTSE All Share,3114.12
2011-04-13,F3FINI Index,Financials,4148.12
2011-04-13,F3IGSS Index,Industrials,581.88
2011-04-13,F3REAES Index,Real Estate,368.01
2011-04-13,F3UTLOS Index,Utilities,561.74
2011-04-14,F3CNSVI Index,Consumer Discretionary,3289.57
2011-04-14,F3CONGI Index,Consumer Staples,9588.48
2011-04-14,F3OILGS Index,Energy,465.14
2011-04-14,UKX Index,FTSE 100,5963.8
2011-04-14,MCX Index,FTSE 250,11603.19
2011-04-14,ASX Index,FTSE All Share,3093.33
2011-04-14,F3FINI Index,Financials,4108.48
2011-04-14,F3IGSS Index,Industrials,581.44
2011-04-14,F3REAES Index,Real Estate,368.78
2011-04-14,F3UTLOS Index,Utilities,560.02
2011-04-15,F3CNSVI Index,Consumer Discretionary,3301.79
2011-04-15,F3CONGI Index,Consumer Staples,9726.81
2011-04-15,F3OILGS Index,Energy,465.6
2011-04-15,UKX Index,FTSE 100,5996.01
2011-04-15,MCX Index,FTSE 250,11679.24
2011-04-15,ASX Index,FTSE All Share,3110.3
2011-04-15,F3FINI Index,Financials,4123.15
2011-04-15,F3IGSS Index,Industrials,584.18
2011-04-15,F3REAES Index,Real Estate,375.05
2011-04-15,F3UTLOS Index,Utilities,565.25
2011-04-18,F3CNSVI Index,Consumer Discretionary,3270.59
2011-04-18,F3CONGI Index,Consumer Staples,9553.67
2011-04-18,F3OILGS Index,Energy,455.99
2011-04-18,UKX Index,FTSE 100,5870.08
2011-04-18,MCX Index,FTSE 250,11490.75
2011-04-18,ASX Index,FTSE All Share,3047.6
2011-04-18,F3FINI Index,Financials,4031.02
2011-04-18,F3IGSS Index,Industrials,574.69
2011-04-18,F3REAES Index,Real Estate,369.73
2011-04-18,F3UTLOS Index,Utilities,554.33
2011-04-19,F3CNSVI Index,Consumer Discretionary,3278.2
2011-04-19,F3CONGI Index,Consumer Staples,9673.13
2011-04-19,F3OILGS Index,Energy,458.19
2011-04-19,UKX Index,FTSE 100,5896.87
2011-04-19,MCX Index,FTSE 250,11574.53
2011-04-19,ASX Index,FTSE All Share,3062.29
2011-04-19,F3FINI Index,Financials,4030.26
2011-04-19,F3IGSS Index,Industrials,578.84
2011-04-19,F3REAES Index,Real Estate,370.62
2011-04-19,F3UTLOS Index,Utilities,558.27
2011-04-20,F3CNSVI Index,Consumer Discretionary,3328.74
2011-04-20,F3CONGI Index,Consumer Staples,9783.99
2011-04-20,F3OILGS Index,Energy,472.47
2011-04-20,UKX Index,FTSE 100,6022.26
2011-04-20,MCX Index,FTSE 250,11756.19
2011-04-20,ASX Index,FTSE All Share,3124.34
2011-04-20,F3FINI Index,Financials,4088.89
2011-04-20,F3IGSS Index,Industrials,589.65
2011-04-20,F3REAES Index,Real Estate,377.05
2011-04-20,F3UTLOS Index,Utilities,568.46
2011-04-21,F3CNSVI Index,Consumer Discretionary,3312.82
2011-04-21,F3CONGI Index,Consumer Staples,9795.82
2011-04-21,F3OILGS Index,Energy,472.62
2011-04-21,UKX Index,FTSE 100,6018.3
2011-04-21,MCX Index,FTSE 250,11810.48
2011-04-21,ASX Index,FTSE All Share,3124.35
2011-04-21,F3FINI Index,Financials,4126.58
2011-04-21,F3IGSS Index,Industrials,592.9
2011-04-21,F3REAES Index,Real Estate,380.76
2011-04-21,F3UTLOS Index,Utilities,564.92
2011-04-22,F3CNSVI Index,Consumer Discretionary,3312.82
2011-04-22,F3CONGI Index,Consumer Staples,9795.82
2011-04-22,F3FINI Index,Financials,4126.58
2011-04-25,F3CNSVI Index,Consumer Discretionary,3312.82
2011-04-25,F3CONGI Index,Consumer Staples,9795.82
2011-04-25,F3FINI Index,Financials,4126.58
2011-04-26,F3CNSVI Index,Consumer Discretionary,3344.9
2011-04-26,F3CONGI Index,Consumer Staples,9899.51
2011-04-26,F3OILGS Index,Energy,476.69
2011-04-26,UKX Index,FTSE 100,6069.36
2011-04-26,MCX Index,FTSE 250,11869.44
2011-04-26,ASX Index,FTSE All Share,3148.96
2011-04-26,F3FINI Index,Financials,4148.21
2011-04-26,F3IGSS Index,Industrials,598.23
2011-04-26,F3REAES Index,Real Estate,385.96
2011-04-26,F3UTLOS Index,Utilities,571.7
2011-04-27,F3CNSVI Index,Consumer Discretionary,3368.28
2011-04-27,F3CONGI Index,Consumer Staples,9901.98
2011-04-27,F3OILGS Index,Energy,479.46
2011-04-27,UKX Index,FTSE 100,6068.16
2011-04-27,MCX Index,FTSE 250,11895.02
2011-04-27,ASX Index,FTSE All Share,3149.53
2011-04-27,F3FINI Index,Financials,4135.88
2011-04-27,F3IGSS Index,Industrials,601.66
2011-04-27,F3REAES Index,Real Estate,387.81
2011-04-27,F3UTLOS Index,Utilities,567.54
2011-04-28,F3CNSVI Index,Consumer Discretionary,3383.72
2011-04-28,F3CONGI Index,Consumer Staples,9888.32
2011-04-28,F3OILGS Index,Energy,479.2
2011-04-28,UKX Index,FTSE 100,6069.9
2011-04-28,MCX Index,FTSE 250,12013.88
2011-04-28,ASX Index,FTSE All Share,3155.03
2011-04-28,F3FINI Index,Financials,4146.7
2011-04-28,F3IGSS Index,Industrials,604.49
2011-04-28,F3REAES Index,Real Estate,391.52
2011-04-28,F3UTLOS Index,Utilities,572.25
2011-04-29,F3CNSVI Index,Consumer Discretionary,3383.72
2011-04-29,F3CONGI Index,Consumer Staples,9888.32
2011-04-29,F3FINI Index,Financials,4146.7
2011-05-02,F3CNSVI Index,Consumer Discretionary,3383.72
2011-05-02,F3CONGI Index,Consumer Staples,9888.32
2011-05-02,F3FINI Index,Financials,4146.7
2011-05-03,F3CNSVI Index,Consumer Discretionary,3385.21
2011-05-03,F3CONGI Index,Consumer Staples,10074.27
2011-05-03,F3OILGS Index,Energy,476.49
2011-05-03,UKX Index,FTSE 100,6082.88
2011-05-03,MCX Index,FTSE 250,12014.79
2011-05-03,ASX Index,FTSE All Share,3160.85
2011-05-03,F3FINI Index,Financials,4175.77
2011-05-03,F3IGSS Index,Industrials,603.68
2011-05-03,F3REAES Index,Real Estate,395.57
2011-05-03,F3UTLOS Index,Utilities,574.08
2011-05-04,F3CNSVI Index,Consumer Discretionary,3389.55
2011-05-04,F3CONGI Index,Consumer Staples,9996.73
2011-05-04,F3OILGS Index,Energy,464.86
2011-05-04,UKX Index,FTSE 100,5984.07
2011-05-04,MCX Index,FTSE 250,11909.08
2011-05-04,ASX Index,FTSE All Share,3113.25
2011-05-04,F3FINI Index,Financials,4109.8
2011-05-04,F3IGSS Index,Industrials,594.42
2011-05-04,F3REAES Index,Real Estate,389.73
2011-05-04,F3UTLOS Index,Utilities,566.59
2011-05-05,F3CNSVI Index,Consumer Discretionary,3386.36
2011-05-05,F3CONGI Index,Consumer Staples,10018.52
2011-05-05,F3OILGS Index,Energy,455.16
2011-05-05,UKX Index,FTSE 100,5919.98
2011-05-05,MCX Index,FTSE 250,11845.72
2011-05-05,ASX Index,FTSE All Share,3082.42
2011-05-05,F3FINI Index,Financials,4046.88
2011-05-05,F3IGSS Index,Industrials,589.54
2011-05-05,F3REAES Index,Real Estate,388.84
2011-05-05,F3UTLOS Index,Utilities,565.0
2011-05-06,F3CNSVI Index,Consumer Discretionary,3409.2
2011-05-06,F3CONGI Index,Consumer Staples,10137.83
2011-05-06,F3OILGS Index,Energy,460.36
2011-05-06,UKX Index,FTSE 100,5976.77
2011-05-06,MCX Index,FTSE 250,11907.24
2011-05-06,ASX Index,FTSE All Share,3109.63
2011-05-06,F3FINI Index,Financials,4074.81
2011-05-06,F3IGSS Index,Industrials,595.93
2011-05-06,F3REAES Index,Real Estate,389.5
2011-05-06,F3UTLOS Index,Utilities,565.05
2011-05-09,F3CNSVI Index,Consumer Discretionary,3383.53
2011-05-09,F3CONGI Index,Consumer Staples,10085.04
2011-05-09,F3OILGS Index,Energy,457.6
2011-05-09,UKX Index,FTSE 100,5942.69
2011-05-09,MCX Index,FTSE 250,11896.09
2011-05-09,ASX Index,FTSE All Share,3094.14
2011-05-09,F3FINI Index,Financials,4039.98
2011-05-09,F3IGSS Index,Industrials,596.08
2011-05-09,F3REAES Index,Real Estate,385.04
2011-05-09,F3UTLOS Index,Utilities,557.81
2011-05-10,F3CNSVI Index,Consumer Discretionary,3432.81
2011-05-10,F3CONGI Index,Consumer Staples,10241.82
2011-05-10,F3OILGS Index,Energy,462.26
2011-05-10,UKX Index,FTSE 100,6018.89
2011-05-10,MCX Index,FTSE 250,12055.15
2011-05-10,ASX Index,FTSE All Share,3133.73
2011-05-10,F3FINI Index,Financials,4093.49
2011-05-10,F3IGSS Index,Industrials,607.03
2011-05-10,F3REAES Index,Real Estate,388.55
2011-05-10,F3UTLOS Index,Utilities,568.62
2011-05-11,F3CNSVI Index,Consumer Discretionary,3431.21
2011-05-11,F3CONGI Index,Consumer Staples,10240.08
2011-05-11,F3OILGS Index,Energy,453.35
2011-05-11,UKX Index,FTSE 100,5976.0
2011-05-11,MCX Index,FTSE 250,12017.87
2011-05-11,ASX Index,FTSE All Share,3113.2
2011-05-11,F3FINI Index,Financials,4068.12
2011-05-11,F3IGSS Index,Industrials,605.64
2011-05-11,F3REAES Index,Real Estate,386.03
2011-05-11,F3UTLOS Index,Utilities,572.46
2011-05-12,F3CNSVI Index,Consumer Discretionary,3449.9
2011-05-12,F3CONGI Index,Consumer Staples,10222.97
2011-05-12,F3OILGS Index,Energy,447.14
2011-05-12,UKX Index,FTSE 100,5944.96
2011-05-12,MCX Index,FTSE 250,11967.11
2011-05-12,ASX Index,FTSE All Share,3097.62
2011-05-12,F3FINI Index,Financials,4055.68
2011-05-12,F3IGSS Index,Industrials,601.82
2011-05-12,F3REAES Index,Real Estate,384.56
2011-05-12,F3UTLOS Index,Utilities,577.56
2011-05-13,F3CNSVI Index,Consumer Discretionary,3448.81
2011-05-13,F3CONGI Index,Consumer Staples,10244.31
2011-05-13,F3OILGS Index,Energy,443.46
2011-05-13,UKX Index,FTSE 100,5925.87
2011-05-13,MCX Index,FTSE 250,11999.22
2011-05-13,ASX Index,FTSE All Share,3090.52
2011-05-13,F3FINI Index,Financials,4036.76
2011-05-13,F3IGSS Index,Industrials,606.97
2011-05-13,F3REAES Index,Real Estate,386.33
2011-05-13,F3UTLOS Index,Utilities,571.08
2011-05-16,F3CNSVI Index,Consumer Discretionary,3430.31
2011-05-16,F3CONGI Index,Consumer Staples,10195.73
2011-05-16,F3OILGS Index,Energy,442.51
2011-05-16,UKX Index,FTSE 100,5923.69
2011-05-16,MCX Index,FTSE 250,11943.55
2011-05-16,ASX Index,FTSE All Share,3087.44
2011-05-16,F3FINI Index,Financials,4021.33
2011-05-16,F3IGSS Index,Industrials,601.17
2011-05-16,F3REAES Index,Real Estate,383.13
2011-05-16,F3UTLOS Index,Utilities,568.28
2011-05-17,F3CNSVI Index,Consumer Discretionary,3397.4
2011-05-17,F3CONGI Index,Consumer Staples,10080.24
2011-05-17,F3OILGS Index,Energy,438.04
2011-05-17,UKX Index,FTSE 100,5861.0
2011-05-17,MCX Index,FTSE 250,11835.99
2011-05-17,ASX Index,FTSE All Share,3055.52
2011-05-17,F3FINI Index,Financials,3987.61
2011-05-17,F3IGSS Index,Industrials,593.99
2011-05-17,F3REAES Index,Real Estate,380.61
2011-05-17,F3UTLOS Index,Utilities,567.56
2011-05-18,F3CNSVI Index,Consumer Discretionary,3402.63
2011-05-18,F3CONGI Index,Consumer Staples,10168.04
2011-05-18,F3OILGS Index,Energy,447.38
2011-05-18,UKX Index,FTSE 100,5923.49
2011-05-18,MCX Index,FTSE 250,11887.54
2011-05-18,ASX Index,FTSE All Share,3085.15
2011-05-18,F3FINI Index,Financials,4010.39
2011-05-18,F3IGSS Index,Industrials,593.97
2011-05-18,F3REAES Index,Real Estate,393.35
2011-05-18,F3UTLOS Index,Utilities,567.05
2011-05-19,F3CNSVI Index,Consumer Discretionary,3428.6
2011-05-19,F3CONGI Index,Consumer Staples,10242.69
2011-05-19,F3OILGS Index,Energy,450.4
2011-05-19,UKX Index,FTSE 100,5955.99
2011-05-19,MCX Index,FTSE 250,11986.54
2011-05-19,ASX Index,FTSE All Share,3102.99
2011-05-19,F3FINI Index,Financials,4034.56
2011-05-19,F3IGSS Index,Industrials,601.95
2011-05-19,F3REAES Index,Real Estate,392.01
2011-05-19,F3UTLOS Index,Utilities,573.79
2011-05-20,F3CNSVI Index,Consumer Discretionary,3431.35
2011-05-20,F3CONGI Index,Consumer Staples,10241.31
2011-05-20,F3OILGS Index,Energy,451.61
2011-05-20,UKX Index,FTSE 100,5948.49
2011-05-20,MCX Index,FTSE 250,11992.21
2011-05-20,ASX Index,FTSE All Share,3099.97
2011-05-20,F3FINI Index,Financials,4017.97
2011-05-20,F3IGSS Index,Industrials,597.07
2011-05-20,F3REAES Index,Real Estate,392.52
2011-05-20,F3UTLOS Index,Utilities,576.18
2011-05-23,F3CNSVI Index,Consumer Discretionary,3375.84
2011-05-23,F3CONGI Index,Consumer Staples,10100.66
2011-05-23,F3OILGS Index,Energy,441.6
2011-05-23,UKX Index,FTSE 100,5835.89
2011-05-23,MCX Index,FTSE 250,11795.67
2011-05-23,ASX Index,FTSE All Share,3042.66
2011-05-23,F3FINI Index,Financials,3947.51
2011-05-23,F3IGSS Index,Industrials,585.91
2011-05-23,F3REAES Index,Real Estate,385.16
2011-05-23,F3UTLOS Index,Utilities,567.07
2011-05-24,F3CNSVI Index,Consumer Discretionary,3369.94
2011-05-24,F3CONGI Index,Consumer Staples,10094.15
2011-05-24,F3OILGS Index,Energy,447.33
2011-05-24,UKX Index,FTSE 100,5858.41
2011-05-24,MCX Index,FTSE 250,11858.76
2011-05-24,ASX Index,FTSE All Share,3055.16
2011-05-24,F3FINI Index,Financials,3931.91
2011-05-24,F3IGSS Index,Industrials,590.14
2011-05-24,F3REAES Index,Real Estate,385.16
2011-05-24,F3UTLOS Index,Utilities,571.94
2011-05-25,F3CNSVI Index,Consumer Discretionary,3373.12
2011-05-25,F3CONGI Index,Consumer Staples,10016.91
2011-05-25,F3OILGS Index,Energy,448.53
2011-05-25,UKX Index,FTSE 100,5870.14
2011-05-25,MCX Index,FTSE 250,11825.24
2011-05-25,ASX Index,FTSE All Share,3058.92
2011-05-25,F3FINI Index,Financials,3961.31
2011-05-25,F3IGSS Index,Industrials,590.76
2011-05-25,F3REAES Index,Real Estate,385.95
2011-05-25,F3UTLOS Index,Utilities,568.28
2011-05-26,F3CNSVI Index,Consumer Discretionary,3359.85
2011-05-26,F3CONGI Index,Consumer Staples,10056.05
2011-05-26,F3OILGS Index,Energy,451.23
2011-05-26,UKX Index,FTSE 100,5880.99
2011-05-26,MCX Index,FTSE 250,11841.01
2011-05-26,ASX Index,FTSE All Share,3064.66
2011-05-26,F3FINI Index,Financials,3964.19
2011-05-26,F3IGSS Index,Industrials,590.83
2011-05-26,F3REAES Index,Real Estate,389.76
2011-05-26,F3UTLOS Index,Utilities,569.13
2011-05-27,F3CNSVI Index,Consumer Discretionary,3389.09
2011-05-27,F3CONGI Index,Consumer Staples,10122.03
2011-05-27,F3OILGS Index,Energy,452.72
2011-05-27,UKX Index,FTSE 100,5938.87
2011-05-27,MCX Index,FTSE 250,11958.8
2011-05-27,ASX Index,FTSE All Share,3094.62
2011-05-27,F3FINI Index,Financials,4019.02
2011-05-27,F3IGSS Index,Industrials,596.71
2011-05-27,F3REAES Index,Real Estate,397.56
2011-05-27,F3UTLOS Index,Utilities,572.4
2011-05-30,F3CNSVI Index,Consumer Discretionary,3389.09
2011-05-30,F3CONGI Index,Consumer Staples,10122.03
2011-05-30,F3FINI Index,Financials,4019.02
2011-05-31,F3CNSVI Index,Consumer Discretionary,3412.53
2011-05-31,F3CONGI Index,Consumer Staples,10206.53
2011-05-31,F3OILGS Index,Energy,460.65
2011-05-31,UKX Index,FTSE 100,5989.99
2011-05-31,MCX Index,FTSE 250,12060.79
2011-05-31,ASX Index,FTSE All Share,3121.07
2011-05-31,F3FINI Index,Financials,4046.86
2011-05-31,F3IGSS Index,Industrials,604.49
2011-05-31,F3REAES Index,Real Estate,401.59
2011-05-31,F3UTLOS Index,Utilities,575.95
2011-06-01,F3CNSVI Index,Consumer Discretionary,3386.48
2011-06-01,F3CONGI Index,Consumer Staples,10224.08
2011-06-01,F3OILGS Index,Energy,454.17
2011-06-01,UKX Index,FTSE 100,5928.61
2011-06-01,MCX Index,FTSE 250,12009.84
2011-06-01,ASX Index,FTSE All Share,3092.54
2011-06-01,F3FINI Index,Financials,4002.91
2011-06-01,F3IGSS Index,Industrials,600.75
2011-06-01,F3REAES Index,Real Estate,400.81
2011-06-01,F3UTLOS Index,Utilities,565.97
2011-06-02,F3CNSVI Index,Consumer Discretionary,3369.29
2011-06-02,F3CONGI Index,Consumer Staples,10158.69
2011-06-02,F3OILGS Index,Energy,445.31
2011-06-02,UKX Index,FTSE 100,5847.92
2011-06-02,MCX Index,FTSE 250,11963.03
2011-06-02,ASX Index,FTSE All Share,3054.98
2011-06-02,F3FINI Index,Financials,3964.16
2011-06-02,F3IGSS Index,Industrials,597.35
2011-06-02,F3REAES Index,Real Estate,396.24
2011-06-02,F3UTLOS Index,Utilities,563.8
2011-06-03,F3CNSVI Index,Consumer Discretionary,3372.34
2011-06-03,F3CONGI Index,Consumer Staples,10149.0
2011-06-03,F3OILGS Index,Energy,446.6
2011-06-03,UKX Index,FTSE 100,5855.01
2011-06-03,MCX Index,FTSE 250,11972.66
2011-06-03,ASX Index,FTSE All Share,3058.58
2011-06-03,F3FINI Index,Financials,3967.78
2011-06-03,F3IGSS Index,Industrials,597.88
2011-06-03,F3REAES Index,Real Estate,398.81
2011-06-03,F3UTLOS Index,Utilities,562.64
2011-06-06,F3CNSVI Index,Consumer Discretionary,3375.47
2011-06-06,F3CONGI Index,Consumer Staples,10200.29
2011-06-06,F3OILGS Index,Energy,447.01
2011-06-06,UKX Index,FTSE 100,5863.16
2011-06-06,MCX Index,FTSE 250,11996.93
2011-06-06,ASX Index,FTSE All Share,3062.74
2011-06-06,F3FINI Index,Financials,3954.68
2011-06-06,F3IGSS Index,Industrials,598.17
2011-06-06,F3REAES Index,Real Estate,401.38
2011-06-06,F3UTLOS Index,Utilities,560.57
2011-06-07,F3CNSVI Index,Consumer Discretionary,3362.81
2011-06-07,F3CONGI Index,Consumer Staples,10194.04
2011-06-07,F3OILGS Index,Energy,445.39
2011-06-07,UKX Index,FTSE 100,5864.65
2011-06-07,MCX Index,FTSE 250,12008.79
2011-06-07,ASX Index,FTSE All Share,3064.03
2011-06-07,F3FINI Index,Financials,3956.59
2011-06-07,F3IGSS Index,Industrials,597.13
2011-06-07,F3REAES Index,Real Estate,400.79
2011-06-07,F3UTLOS Index,Utilities,567.8
2011-06-08,F3CNSVI Index,Consumer Discretionary,3330.55
2011-06-08,F3CONGI Index,Consumer Staples,10078.21
2011-06-08,F3OILGS Index,Energy,443.06
2011-06-08,UKX Index,FTSE 100,5808.89
2011-06-08,MCX Index,FTSE 250,11870.92
2011-06-08,ASX Index,FTSE All Share,3034.52
2011-06-08,F3FINI Index,Financials,3926.86
2011-06-08,F3IGSS Index,Industrials,588.65
2011-06-08,F3REAES Index,Real Estate,397.4
2011-06-08,F3UTLOS Index,Utilities,566.23
2011-06-09,F3CNSVI Index,Consumer Discretionary,3336.67
2011-06-09,F3CONGI Index,Consumer Staples,10159.3
2011-06-09,F3OILGS Index,Energy,448.84
2011-06-09,UKX Index,FTSE 100,5856.34
2011-06-09,MCX Index,FTSE 250,11911.62
2011-06-09,ASX Index,FTSE All Share,3057.04
2011-06-09,F3FINI Index,Financials,3941.63
2011-06-09,F3IGSS Index,Industrials,593.78
2011-06-09,F3REAES Index,Real Estate,400.33
2011-06-09,F3UTLOS Index,Utilities,574.29
2011-06-10,F3CNSVI Index,Consumer Discretionary,3297.31
2011-06-10,F3CONGI Index,Consumer Staples,10051.0
2011-06-10,F3OILGS Index,Energy,441.81
2011-06-10,UKX Index,FTSE 100,5765.8
2011-06-10,MCX Index,FTSE 250,11786.02
2011-06-10,ASX Index,FTSE All Share,3012.62
2011-06-10,F3FINI Index,Financials,3893.97
2011-06-10,F3IGSS Index,Industrials,586.56
2011-06-10,F3REAES Index,Real Estate,397.28
2011-06-10,F3UTLOS Index,Utilities,563.96
2011-06-13,F3CNSVI Index,Consumer Discretionary,3305.82
2011-06-13,F3CONGI Index,Consumer Staples,10012.45
2011-06-13,F3OILGS Index,Energy,440.93
2011-06-13,UKX Index,FTSE 100,5773.46
2011-06-13,MCX Index,FTSE 250,11779.46
2011-06-13,ASX Index,FTSE All Share,3015.72
2011-06-13,F3FINI Index,Financials,3907.71
2011-06-13,F3IGSS Index,Industrials,585.53
2011-06-13,F3REAES Index,Real Estate,397.43
2011-06-13,F3UTLOS Index,Utilities,567.81
2011-06-14,F3CNSVI Index,Consumer Discretionary,3329.2
2011-06-14,F3CONGI Index,Consumer Staples,9957.48
2011-06-14,F3OILGS Index,Energy,445.04
2011-06-14,UKX Index,FTSE 100,5803.13
2011-06-14,MCX Index,FTSE 250,11861.43
2011-06-14,ASX Index,FTSE All Share,3031.97
2011-06-14,F3FINI Index,Financials,3937.4
2011-06-14,F3IGSS Index,Industrials,591.75
2011-06-14,F3REAES Index,Real Estate,398.79
2011-06-14,F3UTLOS Index,Utilities,567.6
2011-06-15,F3CNSVI Index,Consumer Discretionary,3306.32
2011-06-15,F3CONGI Index,Consumer Staples,9892.21
2011-06-15,F3OILGS Index,Energy,439.58
2011-06-15,UKX Index,FTSE 100,5742.55
2011-06-15,MCX Index,FTSE 250,11763.43
2011-06-15,ASX Index,FTSE All Share,3001.84
2011-06-15,F3FINI Index,Financials,3883.71
2011-06-15,F3IGSS Index,Industrials,586.9
2011-06-15,F3REAES Index,Real Estate,398.91
2011-06-15,F3UTLOS Index,Utilities,563.69
2011-06-16,F3CNSVI Index,Consumer Discretionary,3270.89
2011-06-16,F3CONGI Index,Consumer Staples,9845.57
2011-06-16,F3OILGS Index,Energy,435.46
2011-06-16,UKX Index,FTSE 100,5698.81
2011-06-16,MCX Index,FTSE 250,11631.85
2011-06-16,ASX Index,FTSE All Share,2977.47
2011-06-16,F3FINI Index,Financials,3864.62
2011-06-16,F3IGSS Index,Industrials,579.57
2011-06-16,F3REAES Index,Real Estate,395.87
2011-06-16,F3UTLOS Index,Utilities,559.88
2011-06-17,F3CNSVI Index,Consumer Discretionary,3285.47
2011-06-17,F3CONGI Index,Consumer Staples,9889.23
2011-06-17,F3OILGS Index,Energy,436.71
2011-06-17,UKX Index,FTSE 100,5714.94
2011-06-17,MCX Index,FTSE 250,11661.78
2011-06-17,ASX Index,FTSE All Share,2985.57
2011-06-17,F3FINI Index,Financials,3871.25
2011-06-17,F3IGSS Index,Industrials,582.84
2011-06-17,F3REAES Index,Real Estate,393.47
2011-06-17,F3UTLOS Index,Utilities,562.11
2011-06-20,F3CNSVI Index,Consumer Discretionary,3277.42
2011-06-20,F3CONGI Index,Consumer Staples,9903.02
2011-06-20,F3OILGS Index,Energy,433.64
2011-06-20,UKX Index,FTSE 100,5693.39
2011-06-20,MCX Index,FTSE 250,11537.84
2011-06-20,ASX Index,FTSE All Share,2971.26
2011-06-20,F3FINI Index,Financials,3833.22
2011-06-20,F3IGSS Index,Industrials,573.63
2011-06-20,F3REAES Index,Real Estate,390.57
2011-06-20,F3UTLOS Index,Utilities,559.0
2011-06-21,F3CNSVI Index,Consumer Discretionary,3297.67
2011-06-21,F3CONGI Index,Consumer Staples,9891.65
2011-06-21,F3OILGS Index,Energy,445.3
2011-06-21,UKX Index,FTSE 100,5775.31
2011-06-21,MCX Index,FTSE 250,11654.92
2011-06-21,ASX Index,FTSE All Share,3011.74
