Date,Security,Label,PX_LAST
2003-08-05,F3CNSVI Index,Consumer Discretionary,2499.61
2003-08-05,F3CONGI Index,Consumer Staples,4350.02
2003-08-05,UKX Index,FTSE 100,4121.0
2003-08-05,MCX Index,FTSE 250,5355.1
2003-08-05,ASX Index,FTSE All Share,2033.25
2003-08-05,F3FINI Index,Financials,5137.31
2003-08-05,F3REAES Index,Real Estate,341.77
2003-08-06,F3CNSVI Index,Consumer Discretionary,2471.58
2003-08-06,F3CONGI Index,Consumer Staples,4232.64
2003-08-06,UKX Index,FTSE 100,4070.4
2003-08-06,MCX Index,FTSE 250,5296.0
2003-08-06,ASX Index,FTSE All Share,2008.96
2003-08-06,F3FINI Index,Financials,5046.67
2003-08-06,F3REAES Index,Real Estate,338.55
2003-08-07,F3CNSVI Index,Consumer Discretionary,2461.7
2003-08-07,F3CONGI Index,Consumer Staples,4372.15
2003-08-07,UKX Index,FTSE 100,4095.6
2003-08-07,MCX Index,FTSE 250,5292.3
2003-08-07,ASX Index,FTSE All Share,2019.16
2003-08-07,F3FINI Index,Financials,5071.96
2003-08-07,F3REAES Index,Real Estate,337.76
2003-08-08,F3CNSVI Index,Consumer Discretionary,2492.82
2003-08-08,F3CONGI Index,Consumer Staples,4371.11
2003-08-08,UKX Index,FTSE 100,4147.8
2003-08-08,MCX Index,FTSE 250,5320.8
2003-08-08,ASX Index,FTSE All Share,2042.38
2003-08-08,F3FINI Index,Financials,5094.42
2003-08-08,F3REAES Index,Real Estate,339.08
2003-08-11,F3CNSVI Index,Consumer Discretionary,2510.31
2003-08-11,F3CONGI Index,Consumer Staples,4388.1
2003-08-11,UKX Index,FTSE 100,4176.7
2003-08-11,MCX Index,FTSE 250,5345.5
2003-08-11,ASX Index,FTSE All Share,2055.69
2003-08-11,F3FINI Index,Financials,5140.09
2003-08-11,F3REAES Index,Real Estate,341.27
2003-08-12,F3CNSVI Index,Consumer Discretionary,2517.4
2003-08-12,F3CONGI Index,Consumer Staples,4470.13
2003-08-12,UKX Index,FTSE 100,4185.6
2003-08-12,MCX Index,FTSE 250,5365.3
2003-08-12,ASX Index,FTSE All Share,2060.74
2003-08-12,F3FINI Index,Financials,5173.65
2003-08-12,F3REAES Index,Real Estate,341.77
2003-08-13,F3CNSVI Index,Consumer Discretionary,2534.65
2003-08-13,F3CONGI Index,Consumer Staples,4516.66
2003-08-13,UKX Index,FTSE 100,4180.7
2003-08-13,MCX Index,FTSE 250,5415.4
2003-08-13,ASX Index,FTSE All Share,2061.58
2003-08-13,F3FINI Index,Financials,5160.81
2003-08-13,F3REAES Index,Real Estate,344.96
2003-08-14,F3CNSVI Index,Consumer Discretionary,2555.29
2003-08-14,F3CONGI Index,Consumer Staples,4537.06
2003-08-14,UKX Index,FTSE 100,4237.8
2003-08-14,MCX Index,FTSE 250,5450.1
2003-08-14,ASX Index,FTSE All Share,2087.37
2003-08-14,F3FINI Index,Financials,5223.37
2003-08-14,F3REAES Index,Real Estate,345.98
2003-08-15,F3CNSVI Index,Consumer Discretionary,2566.09
2003-08-15,F3CONGI Index,Consumer Staples,4574.93
2003-08-15,UKX Index,FTSE 100,4247.3
2003-08-15,MCX Index,FTSE 250,5513.5
2003-08-15,ASX Index,FTSE All Share,2094.73
2003-08-15,F3FINI Index,Financials,5247.32
2003-08-15,F3REAES Index,Real Estate,348.93
2003-08-18,F3CNSVI Index,Consumer Discretionary,2569.97
2003-08-18,F3CONGI Index,Consumer Staples,4617.15
2003-08-18,UKX Index,FTSE 100,4272.1
2003-08-18,MCX Index,FTSE 250,5533.4
2003-08-18,ASX Index,FTSE All Share,2106.27
2003-08-18,F3FINI Index,Financials,5271.74
2003-08-18,F3REAES Index,Real Estate,349.2
2003-08-19,F3CNSVI Index,Consumer Discretionary,2582.39
2003-08-19,F3CONGI Index,Consumer Staples,4684.69
2003-08-19,UKX Index,FTSE 100,4250.8
2003-08-19,MCX Index,FTSE 250,5577.1
2003-08-19,ASX Index,FTSE All Share,2099.84
2003-08-19,F3FINI Index,Financials,5248.13
2003-08-19,F3REAES Index,Real Estate,351.81
2003-08-20,F3CNSVI Index,Consumer Discretionary,2572.31
2003-08-20,F3CONGI Index,Consumer Staples,4691.96
2003-08-20,UKX Index,FTSE 100,4217.4
2003-08-20,MCX Index,FTSE 250,5536.8
2003-08-20,ASX Index,FTSE All Share,2083.83
2003-08-20,F3FINI Index,Financials,5170.96
2003-08-20,F3REAES Index,Real Estate,352.21
2003-08-21,F3CNSVI Index,Consumer Discretionary,2577.25
2003-08-21,F3CONGI Index,Consumer Staples,4708.15
2003-08-21,UKX Index,FTSE 100,4223.5
2003-08-21,MCX Index,FTSE 250,5574.6
2003-08-21,ASX Index,FTSE All Share,2088.62
2003-08-21,F3FINI Index,Financials,5222.82
2003-08-21,F3REAES Index,Real Estate,353.78
2003-08-22,F3CNSVI Index,Consumer Discretionary,2591.27
2003-08-22,F3CONGI Index,Consumer Staples,4795.38
2003-08-22,UKX Index,FTSE 100,4225.9
2003-08-22,MCX Index,FTSE 250,5597.8
2003-08-22,ASX Index,FTSE All Share,2091.25
2003-08-22,F3FINI Index,Financials,5224.33
2003-08-22,F3REAES Index,Real Estate,354.49
2003-08-26,F3CNSVI Index,Consumer Discretionary,2557.66
2003-08-26,F3CONGI Index,Consumer Staples,4713.95
2003-08-26,UKX Index,FTSE 100,4177.4
2003-08-26,MCX Index,FTSE 250,5562.9
2003-08-26,ASX Index,FTSE All Share,2069.36
2003-08-26,F3FINI Index,Financials,5155.17
2003-08-26,F3REAES Index,Real Estate,355.26
2003-08-27,F3CNSVI Index,Consumer Discretionary,2565.03
2003-08-27,F3CONGI Index,Consumer Staples,4813.37
2003-08-27,UKX Index,FTSE 100,4206.4
2003-08-27,MCX Index,FTSE 250,5575.2
2003-08-27,ASX Index,FTSE All Share,2082.26
2003-08-27,F3FINI Index,Financials,5183.14
2003-08-27,F3REAES Index,Real Estate,356.56
2003-08-28,F3CNSVI Index,Consumer Discretionary,2555.08
2003-08-28,F3CONGI Index,Consumer Staples,4796.11
2003-08-28,UKX Index,FTSE 100,4198.0
2003-08-28,MCX Index,FTSE 250,5569.6
2003-08-28,ASX Index,FTSE All Share,2078.6
2003-08-28,F3FINI Index,Financials,5164.91
2003-08-28,F3REAES Index,Real Estate,352.28
2003-08-29,F3CNSVI Index,Consumer Discretionary,2551.52
2003-08-29,F3CONGI Index,Consumer Staples,4881.74
2003-08-29,UKX Index,FTSE 100,4161.1
2003-08-29,MCX Index,FTSE 250,5593.2
2003-08-29,ASX Index,FTSE All Share,2064.74
2003-08-29,F3FINI Index,Financials,5132.8
2003-08-29,F3REAES Index,Real Estate,353.12
2003-09-01,F3CNSVI Index,Consumer Discretionary,2569.83
2003-09-01,F3CONGI Index,Consumer Staples,4918.24
2003-09-01,UKX Index,FTSE 100,4204.4
2003-09-01,MCX Index,FTSE 250,5645.8
2003-09-01,ASX Index,FTSE All Share,2085.62
2003-09-01,F3FINI Index,Financials,5175.59
2003-09-01,F3REAES Index,Real Estate,359.2
2003-09-02,F3CNSVI Index,Consumer Discretionary,2572.5
2003-09-02,F3CONGI Index,Consumer Staples,5004.1
2003-09-02,UKX Index,FTSE 100,4204.4
2003-09-02,MCX Index,FTSE 250,5687.3
2003-09-02,ASX Index,FTSE All Share,2087.92
2003-09-02,F3FINI Index,Financials,5193.07
2003-09-02,F3REAES Index,Real Estate,362.24
2003-09-03,F3CNSVI Index,Consumer Discretionary,2620.15
2003-09-03,F3CONGI Index,Consumer Staples,5016.64
2003-09-03,UKX Index,FTSE 100,4262.1
2003-09-03,MCX Index,FTSE 250,5778.9
2003-09-03,ASX Index,FTSE All Share,2117.16
2003-09-03,F3FINI Index,Financials,5259.11
2003-09-03,F3REAES Index,Real Estate,363.66
2003-09-04,F3CNSVI Index,Consumer Discretionary,2592.18
2003-09-04,F3CONGI Index,Consumer Staples,5034.43
2003-09-04,UKX Index,FTSE 100,4248.8
2003-09-04,MCX Index,FTSE 250,5707.7
2003-09-04,ASX Index,FTSE All Share,2108.27
2003-09-04,F3FINI Index,Financials,5208.33
2003-09-04,F3REAES Index,Real Estate,361.01
2003-09-05,F3CNSVI Index,Consumer Discretionary,2596.23
2003-09-05,F3CONGI Index,Consumer Staples,5051.98
2003-09-05,UKX Index,FTSE 100,4257.2
2003-09-05,MCX Index,FTSE 250,5713.0
2003-09-05,ASX Index,FTSE All Share,2112.19
2003-09-05,F3FINI Index,Financials,5212.99
2003-09-05,F3REAES Index,Real Estate,361.91
2003-09-08,F3CNSVI Index,Consumer Discretionary,2595.36
2003-09-08,F3CONGI Index,Consumer Staples,5046.43
2003-09-08,UKX Index,FTSE 100,4292.1
2003-09-08,MCX Index,FTSE 250,5739.0
2003-09-08,ASX Index,FTSE All Share,2128.16
2003-09-08,F3FINI Index,Financials,5251.93
2003-09-08,F3REAES Index,Real Estate,360.34
2003-09-09,F3CNSVI Index,Consumer Discretionary,2563.99
2003-09-09,F3CONGI Index,Consumer Staples,4989.49
2003-09-09,UKX Index,FTSE 100,4263.9
2003-09-09,MCX Index,FTSE 250,5710.2
2003-09-09,ASX Index,FTSE All Share,2114.91
2003-09-09,F3FINI Index,Financials,5236.18
2003-09-09,F3REAES Index,Real Estate,359.4
2003-09-10,F3CNSVI Index,Consumer Discretionary,2543.02
2003-09-10,F3CONGI Index,Consumer Staples,4941.81
2003-09-10,UKX Index,FTSE 100,4252.1
2003-09-10,MCX Index,FTSE 250,5641.4
2003-09-10,ASX Index,FTSE All Share,2106.01
2003-09-10,F3FINI Index,Financials,5185.82
2003-09-10,F3REAES Index,Real Estate,358.71
2003-09-11,F3CNSVI Index,Consumer Discretionary,2533.33
2003-09-11,F3CONGI Index,Consumer Staples,4863.52
2003-09-11,UKX Index,FTSE 100,4242.2
2003-09-11,MCX Index,FTSE 250,5610.3
2003-09-11,ASX Index,FTSE All Share,2099.93
2003-09-11,F3FINI Index,Financials,5166.34
2003-09-11,F3REAES Index,Real Estate,360.06
2003-09-12,F3CNSVI Index,Consumer Discretionary,2538.59
2003-09-12,F3CONGI Index,Consumer Staples,4892.3
2003-09-12,UKX Index,FTSE 100,4237.8
2003-09-12,MCX Index,FTSE 250,5625.3
2003-09-12,ASX Index,FTSE All Share,2098.72
2003-09-12,F3FINI Index,Financials,5176.27
2003-09-12,F3REAES Index,Real Estate,359.92
2003-09-15,F3CNSVI Index,Consumer Discretionary,2555.42
2003-09-15,F3CONGI Index,Consumer Staples,4912.18
2003-09-15,UKX Index,FTSE 100,4260.9
2003-09-15,MCX Index,FTSE 250,5645.9
2003-09-15,ASX Index,FTSE All Share,2109.29
2003-09-15,F3FINI Index,Financials,5219.38
2003-09-15,F3REAES Index,Real Estate,361.75
2003-09-16,F3CNSVI Index,Consumer Discretionary,2576.03
2003-09-16,F3CONGI Index,Consumer Staples,4923.24
2003-09-16,UKX Index,FTSE 100,4299.0
2003-09-16,MCX Index,FTSE 250,5667.5
2003-09-16,ASX Index,FTSE All Share,2126.17
2003-09-16,F3FINI Index,Financials,5270.38
2003-09-16,F3REAES Index,Real Estate,362.14
2003-09-17,F3CNSVI Index,Consumer Discretionary,2583.97
2003-09-17,F3CONGI Index,Consumer Staples,4939.0
2003-09-17,UKX Index,FTSE 100,4293.0
2003-09-17,MCX Index,FTSE 250,5689.8
2003-09-17,ASX Index,FTSE All Share,2125.14
2003-09-17,F3FINI Index,Financials,5279.97
2003-09-17,F3REAES Index,Real Estate,360.55
2003-09-18,F3CNSVI Index,Consumer Discretionary,2603.48
2003-09-18,F3CONGI Index,Consumer Staples,4922.66
2003-09-18,UKX Index,FTSE 100,4314.7
2003-09-18,MCX Index,FTSE 250,5709.5
2003-09-18,ASX Index,FTSE All Share,2135.04
2003-09-18,F3FINI Index,Financials,5329.41
2003-09-18,F3REAES Index,Real Estate,361.12
2003-09-19,F3CNSVI Index,Consumer Discretionary,2596.91
2003-09-19,F3CONGI Index,Consumer Staples,4863.51
2003-09-19,UKX Index,FTSE 100,4257.0
2003-09-19,MCX Index,FTSE 250,5718.3
2003-09-19,ASX Index,FTSE All Share,2111.57
2003-09-19,F3FINI Index,Financials,5250.51
2003-09-19,F3REAES Index,Real Estate,360.48
2003-09-22,F3CNSVI Index,Consumer Discretionary,2568.61
2003-09-22,F3CONGI Index,Consumer Staples,4794.05
2003-09-22,UKX Index,FTSE 100,4228.2
2003-09-22,MCX Index,FTSE 250,5664.8
2003-09-22,ASX Index,FTSE All Share,2096.24
2003-09-22,F3FINI Index,Financials,5203.6
2003-09-22,F3REAES Index,Real Estate,359.12
2003-09-23,F3CNSVI Index,Consumer Discretionary,2560.19
2003-09-23,F3CONGI Index,Consumer Staples,4729.59
2003-09-23,UKX Index,FTSE 100,4221.7
2003-09-23,MCX Index,FTSE 250,5621.7
2003-09-23,ASX Index,FTSE All Share,2091.3
2003-09-23,F3FINI Index,Financials,5185.32
2003-09-23,F3REAES Index,Real Estate,357.36
2003-09-24,F3CNSVI Index,Consumer Discretionary,2566.05
2003-09-24,F3CONGI Index,Consumer Staples,4788.39
2003-09-24,UKX Index,FTSE 100,4236.4
2003-09-24,MCX Index,FTSE 250,5633.0
2003-09-24,ASX Index,FTSE All Share,2098.14
2003-09-24,F3FINI Index,Financials,5198.73
2003-09-24,F3REAES Index,Real Estate,353.56
2003-09-25,F3CNSVI Index,Consumer Discretionary,2526.99
2003-09-25,F3CONGI Index,Consumer Staples,4758.69
2003-09-25,UKX Index,FTSE 100,4202.2
2003-09-25,MCX Index,FTSE 250,5561.4
2003-09-25,ASX Index,FTSE All Share,2079.7
2003-09-25,F3FINI Index,Financials,5148.22
2003-09-25,F3REAES Index,Real Estate,352.85
2003-09-26,F3CNSVI Index,Consumer Discretionary,2499.23
2003-09-26,F3CONGI Index,Consumer Staples,4716.79
2003-09-26,UKX Index,FTSE 100,4157.1
2003-09-26,MCX Index,FTSE 250,5497.7
2003-09-26,ASX Index,FTSE All Share,2057.18
2003-09-26,F3FINI Index,Financials,5093.51
2003-09-26,F3REAES Index,Real Estate,351.61
2003-09-29,F3CNSVI Index,Consumer Discretionary,2491.26
2003-09-29,F3CONGI Index,Consumer Staples,4713.44
2003-09-29,UKX Index,FTSE 100,4142.7
2003-09-29,MCX Index,FTSE 250,5502.3
2003-09-29,ASX Index,FTSE All Share,2051.43
2003-09-29,F3FINI Index,Financials,5073.55
2003-09-29,F3REAES Index,Real Estate,352.99
2003-09-30,F3CNSVI Index,Consumer Discretionary,2463.26
2003-09-30,F3CONGI Index,Consumer Staples,4660.4
2003-09-30,UKX Index,FTSE 100,4091.3
2003-09-30,MCX Index,FTSE 250,5457.8
2003-09-30,ASX Index,FTSE All Share,2027.72
2003-09-30,F3FINI Index,Financials,4994.37
2003-09-30,F3REAES Index,Real Estate,350.66
2003-10-01,F3CNSVI Index,Consumer Discretionary,2487.15
2003-10-01,F3CONGI Index,Consumer Staples,4709.57
2003-10-01,UKX Index,FTSE 100,4169.2
2003-10-01,MCX Index,FTSE 250,5476.9
2003-10-01,ASX Index,FTSE All Share,2060.81
2003-10-01,F3FINI Index,Financials,5135.52
2003-10-01,F3REAES Index,Real Estate,353.51
2003-10-02,F3CNSVI Index,Consumer Discretionary,2507.58
2003-10-02,F3CONGI Index,Consumer Staples,4750.5
2003-10-02,UKX Index,FTSE 100,4209.1
2003-10-02,MCX Index,FTSE 250,5529.1
2003-10-02,ASX Index,FTSE All Share,2080.37
2003-10-02,F3FINI Index,Financials,5220.7
2003-10-02,F3REAES Index,Real Estate,354.24
2003-10-03,F3CNSVI Index,Consumer Discretionary,2544.96
2003-10-03,F3CONGI Index,Consumer Staples,4877.03
2003-10-03,UKX Index,FTSE 100,4274.0
2003-10-03,MCX Index,FTSE 250,5592.5
2003-10-03,ASX Index,FTSE All Share,2110.98
2003-10-03,F3FINI Index,Financials,5290.54
2003-10-03,F3REAES Index,Real Estate,357.08
2003-10-06,F3CNSVI Index,Consumer Discretionary,2560.89
2003-10-06,F3CONGI Index,Consumer Staples,4898.12
2003-10-06,UKX Index,FTSE 100,4270.1
2003-10-06,MCX Index,FTSE 250,5628.5
2003-10-06,ASX Index,FTSE All Share,2111.34
2003-10-06,F3FINI Index,Financials,5269.34
2003-10-06,F3REAES Index,Real Estate,359.25
2003-10-07,F3CNSVI Index,Consumer Discretionary,2560.2
2003-10-07,F3CONGI Index,Consumer Staples,4903.25
2003-10-07,UKX Index,FTSE 100,4272.0
2003-10-07,MCX Index,FTSE 250,5638.7
2003-10-07,ASX Index,FTSE All Share,2112.68
2003-10-07,F3FINI Index,Financials,5292.84
2003-10-07,F3REAES Index,Real Estate,359.23
2003-10-08,F3CNSVI Index,Consumer Discretionary,2569.56
2003-10-08,F3CONGI Index,Consumer Staples,4962.15
2003-10-08,UKX Index,FTSE 100,4268.6
2003-10-08,MCX Index,FTSE 250,5679.4
2003-10-08,ASX Index,FTSE All Share,2113.66
2003-10-08,F3FINI Index,Financials,5278.95
2003-10-08,F3REAES Index,Real Estate,360.59
2003-10-09,F3CNSVI Index,Consumer Discretionary,2584.0
2003-10-09,F3CONGI Index,Consumer Staples,5004.93
2003-10-09,UKX Index,FTSE 100,4313.9
2003-10-09,MCX Index,FTSE 250,5728.3
2003-10-09,ASX Index,FTSE All Share,2135.21
2003-10-09,F3FINI Index,Financials,5336.22
2003-10-09,F3REAES Index,Real Estate,363.86
2003-10-10,F3CNSVI Index,Consumer Discretionary,2595.26
2003-10-10,F3CONGI Index,Consumer Staples,5035.86
2003-10-10,UKX Index,FTSE 100,4311.0
2003-10-10,MCX Index,FTSE 250,5755.5
2003-10-10,ASX Index,FTSE All Share,2135.79
2003-10-10,F3FINI Index,Financials,5342.17
2003-10-10,F3REAES Index,Real Estate,365.64
2003-10-13,F3CNSVI Index,Consumer Discretionary,2611.98
2003-10-13,F3CONGI Index,Consumer Staples,5098.14
2003-10-13,UKX Index,FTSE 100,4362.3
2003-10-13,MCX Index,FTSE 250,5786.8
2003-10-13,ASX Index,FTSE All Share,2159.23
2003-10-13,F3FINI Index,Financials,5409.14
2003-10-13,F3REAES Index,Real Estate,369.06
2003-10-14,F3CNSVI Index,Consumer Discretionary,2605.27
2003-10-14,F3CONGI Index,Consumer Staples,5057.2
2003-10-14,UKX Index,FTSE 100,4334.1
2003-10-14,MCX Index,FTSE 250,5791.5
2003-10-14,ASX Index,FTSE All Share,2148.37
2003-10-14,F3FINI Index,Financials,5378.29
2003-10-14,F3REAES Index,Real Estate,371.09
2003-10-15,F3CNSVI Index,Consumer Discretionary,2648.87
2003-10-15,F3CONGI Index,Consumer Staples,5172.49
2003-10-15,UKX Index,FTSE 100,4368.8
2003-10-15,MCX Index,FTSE 250,5850.6
2003-10-15,ASX Index,FTSE All Share,2166.26
2003-10-15,F3FINI Index,Financials,5438.83
2003-10-15,F3REAES Index,Real Estate,374.08
2003-10-16,F3CNSVI Index,Consumer Discretionary,2645.62
2003-10-16,F3CONGI Index,Consumer Staples,5169.63
2003-10-16,UKX Index,FTSE 100,4339.7
2003-10-16,MCX Index,FTSE 250,5835.5
2003-10-16,ASX Index,FTSE All Share,2153.54
2003-10-16,F3FINI Index,Financials,5401.96
2003-10-16,F3REAES Index,Real Estate,375.32
2003-10-17,F3CNSVI Index,Consumer Discretionary,2641.01
2003-10-17,F3CONGI Index,Consumer Staples,5217.58
2003-10-17,UKX Index,FTSE 100,4344.0
2003-10-17,MCX Index,FTSE 250,5831.6
2003-10-17,ASX Index,FTSE All Share,2155.15
2003-10-17,F3FINI Index,Financials,5381.14
2003-10-17,F3REAES Index,Real Estate,371.68
2003-10-20,F3CNSVI Index,Consumer Discretionary,2634.52
2003-10-20,F3CONGI Index,Consumer Staples,5211.68
2003-10-20,UKX Index,FTSE 100,4347.5
2003-10-20,MCX Index,FTSE 250,5812.5
2003-10-20,ASX Index,FTSE All Share,2155.45
2003-10-20,F3FINI Index,Financials,5428.9
2003-10-20,F3REAES Index,Real Estate,371.38
2003-10-21,F3CNSVI Index,Consumer Discretionary,2638.98
2003-10-21,F3CONGI Index,Consumer Staples,5262.72
2003-10-21,UKX Index,FTSE 100,4352.3
2003-10-21,MCX Index,FTSE 250,5823.7
2003-10-21,ASX Index,FTSE All Share,2158.18
2003-10-21,F3FINI Index,Financials,5466.26
2003-10-21,F3REAES Index,Real Estate,373.19
2003-10-22,F3CNSVI Index,Consumer Discretionary,2598.18
2003-10-22,F3CONGI Index,Consumer Staples,5058.05
2003-10-22,UKX Index,FTSE 100,4285.6
2003-10-22,MCX Index,FTSE 250,5713.4
2003-10-22,ASX Index,FTSE All Share,2124.37
2003-10-22,F3FINI Index,Financials,5353.56
2003-10-22,F3REAES Index,Real Estate,367.13
2003-10-23,F3CNSVI Index,Consumer Discretionary,2562.13
2003-10-23,F3CONGI Index,Consumer Staples,5055.06
2003-10-23,UKX Index,FTSE 100,4240.2
2003-10-23,MCX Index,FTSE 250,5630.7
2003-10-23,ASX Index,FTSE All Share,2100.48
2003-10-23,F3FINI Index,Financials,5243.7
2003-10-23,F3REAES Index,Real Estate,362.88
2003-10-24,F3CNSVI Index,Consumer Discretionary,2554.96
2003-10-24,F3CONGI Index,Consumer Staples,5024.64
2003-10-24,UKX Index,FTSE 100,4239.0
2003-10-24,MCX Index,FTSE 250,5634.1
2003-10-24,ASX Index,FTSE All Share,2100.15
2003-10-24,F3FINI Index,Financials,5261.56
2003-10-24,F3REAES Index,Real Estate,363.54
2003-10-27,F3CNSVI Index,Consumer Discretionary,2565.01
2003-10-27,F3CONGI Index,Consumer Staples,5050.42
2003-10-27,UKX Index,FTSE 100,4251.3
2003-10-27,MCX Index,FTSE 250,5653.4
2003-10-27,ASX Index,FTSE All Share,2106.21
2003-10-27,F3FINI Index,Financials,5250.19
2003-10-27,F3REAES Index,Real Estate,361.04
2003-10-28,F3CNSVI Index,Consumer Discretionary,2580.62
2003-10-28,F3CONGI Index,Consumer Staples,5101.66
2003-10-28,UKX Index,FTSE 100,4272.9
2003-10-28,MCX Index,FTSE 250,5683.0
2003-10-28,ASX Index,FTSE All Share,2116.79
2003-10-28,F3FINI Index,Financials,5278.3
2003-10-28,F3REAES Index,Real Estate,360.66
2003-10-29,F3CNSVI Index,Consumer Discretionary,2598.85
2003-10-29,F3CONGI Index,Consumer Staples,5071.13
2003-10-29,UKX Index,FTSE 100,4265.7
2003-10-29,MCX Index,FTSE 250,5700.6
2003-10-29,ASX Index,FTSE All Share,2114.98
2003-10-29,F3FINI Index,Financials,5283.49
2003-10-29,F3REAES Index,Real Estate,358.58
2003-10-30,F3CNSVI Index,Consumer Discretionary,2611.99
2003-10-30,F3CONGI Index,Consumer Staples,5133.48
2003-10-30,UKX Index,FTSE 100,4300.9
2003-10-30,MCX Index,FTSE 250,5712.9
2003-10-30,ASX Index,FTSE All Share,2130.28
2003-10-30,F3FINI Index,Financials,5326.56
2003-10-30,F3REAES Index,Real Estate,360.95
2003-10-31,F3CNSVI Index,Consumer Discretionary,2604.7
2003-10-31,F3CONGI Index,Consumer Staples,5122.64
2003-10-31,UKX Index,FTSE 100,4287.6
2003-10-31,MCX Index,FTSE 250,5724.4
2003-10-31,ASX Index,FTSE All Share,2125.37
2003-10-31,F3FINI Index,Financials,5323.21
2003-10-31,F3REAES Index,Real Estate,362.27
2003-11-03,F3CNSVI Index,Consumer Discretionary,2632.29
2003-11-03,F3CONGI Index,Consumer Staples,5118.11
2003-11-03,UKX Index,FTSE 100,4332.6
2003-11-03,MCX Index,FTSE 250,5768.2
2003-11-03,ASX Index,FTSE All Share,2146.27
2003-11-03,F3FINI Index,Financials,5381.94
2003-11-03,F3REAES Index,Real Estate,364.56
2003-11-04,F3CNSVI Index,Consumer Discretionary,2635.03
2003-11-04,F3CONGI Index,Consumer Staples,5120.13
2003-11-04,UKX Index,FTSE 100,4330.3
2003-11-04,MCX Index,FTSE 250,5766.2
2003-11-04,ASX Index,FTSE All Share,2145.22
2003-11-04,F3FINI Index,Financials,5387.79
2003-11-04,F3REAES Index,Real Estate,368.34
2003-11-05,F3CNSVI Index,Consumer Discretionary,2611.92
2003-11-05,F3CONGI Index,Consumer Staples,5140.17
2003-11-05,UKX Index,FTSE 100,4303.4
2003-11-05,MCX Index,FTSE 250,5728.4
2003-11-05,ASX Index,FTSE All Share,2132.15
2003-11-05,F3FINI Index,Financials,5312.4
2003-11-05,F3REAES Index,Real Estate,369.04
2003-11-06,F3CNSVI Index,Consumer Discretionary,2622.56
2003-11-06,F3CONGI Index,Consumer Staples,5145.16
2003-11-06,UKX Index,FTSE 100,4324.2
2003-11-06,MCX Index,FTSE 250,5757.1
2003-11-06,ASX Index,FTSE All Share,2142.22
2003-11-06,F3FINI Index,Financials,5329.95
2003-11-06,F3REAES Index,Real Estate,366.82
2003-11-07,F3CNSVI Index,Consumer Discretionary,2651.88
2003-11-07,F3CONGI Index,Consumer Staples,5219.38
2003-11-07,UKX Index,FTSE 100,4376.9
2003-11-07,MCX Index,FTSE 250,5830.2
2003-11-07,ASX Index,FTSE All Share,2167.85
2003-11-07,F3FINI Index,Financials,5403.02
2003-11-07,F3REAES Index,Real Estate,371.18
2003-11-10,F3CNSVI Index,Consumer Discretionary,2637.85
2003-11-10,F3CONGI Index,Consumer Staples,5243.72
2003-11-10,UKX Index,FTSE 100,4341.8
2003-11-10,MCX Index,FTSE 250,5807.3
2003-11-10,ASX Index,FTSE All Share,2152.2
2003-11-10,F3FINI Index,Financials,5376.2
2003-11-10,F3REAES Index,Real Estate,370.74
2003-11-11,F3CNSVI Index,Consumer Discretionary,2627.0
2003-11-11,F3CONGI Index,Consumer Staples,5205.01
2003-11-11,UKX Index,FTSE 100,4345.1
2003-11-11,MCX Index,FTSE 250,5758.3
2003-11-11,ASX Index,FTSE All Share,2150.79
2003-11-11,F3FINI Index,Financials,5351.48
2003-11-11,F3REAES Index,Real Estate,368.62
2003-11-12,F3CNSVI Index,Consumer Discretionary,2644.37
2003-11-12,F3CONGI Index,Consumer Staples,5244.99
2003-11-12,UKX Index,FTSE 100,4371.2
2003-11-12,MCX Index,FTSE 250,5789.5
2003-11-12,ASX Index,FTSE All Share,2163.15
2003-11-12,F3FINI Index,Financials,5373.72
2003-11-12,F3REAES Index,Real Estate,372.53
2003-11-13,F3CNSVI Index,Consumer Discretionary,2650.39
2003-11-13,F3CONGI Index,Consumer Staples,5275.34
2003-11-13,UKX Index,FTSE 100,4373.0
2003-11-13,MCX Index,FTSE 250,5779.9
2003-11-13,ASX Index,FTSE All Share,2163.67
2003-11-13,F3FINI Index,Financials,5373.52
2003-11-13,F3REAES Index,Real Estate,372.86
2003-11-14,F3CNSVI Index,Consumer Discretionary,2653.0
2003-11-14,F3CONGI Index,Consumer Staples,5241.2
2003-11-14,UKX Index,FTSE 100,4397.0
2003-11-14,MCX Index,FTSE 250,5779.4
2003-11-14,ASX Index,FTSE All Share,2173.5
2003-11-14,F3FINI Index,Financials,5366.82
2003-11-14,F3REAES Index,Real Estate,376.82
2003-11-17,F3CNSVI Index,Consumer Discretionary,2614.79
2003-11-17,F3CONGI Index,Consumer Staples,5127.88
2003-11-17,UKX Index,FTSE 100,4338.9
2003-11-17,MCX Index,FTSE 250,5692.1
2003-11-17,ASX Index,FTSE All Share,2144.52
2003-11-17,F3FINI Index,Financials,5294.02
2003-11-17,F3REAES Index,Real Estate,377.3
2003-11-18,F3CNSVI Index,Consumer Discretionary,2614.79
2003-11-18,F3CONGI Index,Consumer Staples,5118.37
2003-11-18,UKX Index,FTSE 100,4354.7
2003-11-18,MCX Index,FTSE 250,5711.8
2003-11-18,ASX Index,FTSE All Share,2151.8
2003-11-18,F3FINI Index,Financials,5306.17
2003-11-18,F3REAES Index,Real Estate,381.88
2003-11-19,F3CNSVI Index,Consumer Discretionary,2612.2
