index,sample,robustness_spec,v4_specification,shock,regime,regime_label,horizon,beta_pos,se_pos,pvalue_pos,ci_lower_pos,ci_upper_pos,beta_neg,se_neg,pvalue_neg,ci_lower_neg,ci_upper_neg,nobs,r_squared,return_lags,control_set
ftse250,full,baseline,regime_interactions,target,post_super_thursday,Post Super Thursday,2,-0.08357401353952497,0.29149232651003426,0.7743337269327004,-0.6548989734991921,0.48775094642014216,0.15877333774119248,0.36620714784364444,0.6646068629230504,-0.5589926720323506,0.8765393475147356,7267,0.007311651989000301,5,own_lags_only
ftse250,full,baseline,regime_interactions,target,covid_period,COVID onward,2,0.19729388551246385,0.09091743549543467,0.030004304262834684,0.019095711941411908,0.3754920590835158,0.02987409902650058,0.30272887765601025,0.9213902156717712,-0.5634745011792794,0.6232226992322807,7267,0.007311651989000301,5,own_lags_only
ftse250,full,baseline,regime_interactions,target,qt_period,QT onward,2,-0.24464025460372102,0.07788984029064912,0.0016845865874032192,-0.3973043415733933,-0.09197616763404876,0.36375510662579863,0.23031964735780602,0.11425602653218137,-0.08767140219550118,0.8151816154470984,7267,0.007311651989000301,5,own_lags_only
ftse250,full,baseline,regime_interactions,target,baseline,Baseline,3,-0.028035139222309522,0.04434354515577361,0.5272392537251105,-0.11494848772762578,0.058878209283006744,0.05220907650423184,0.04275942684579301,0.22208764618665344,-0.03159940011352246,0.13601755312198613,7266,0.006944706711647264,5,own_lags_only
ftse250,full,baseline,regime_interactions,target,post_qe,Post QE,3,-0.022753975634914627,0.18539248476972414,0.9023176777433302,-0.38612324578357393,0.3406152945137447,-0.12773126019147424,0.3538405939129138,0.7181104208004437,-0.8212588242607852,0.5657963038778369,7266,0.006944706711647264,5,own_lags_only
ftse250,full,baseline,regime_interactions,target,post_super_thursday,Post Super Thursday,3,-0.10476749679212076,0.20725788933906944,0.6132123273563426,-0.5109929598966968,0.3014579663124553,0.027541786928739695,0.4351984284682217,0.9495390946371521,-0.8254471328689749,0.8805307067264542,7266,0.006944706711647264,5,own_lags_only
ftse250,full,baseline,regime_interactions,target,covid_period,COVID onward,3,0.29291446813431965,0.1031769550108137,0.004526190259306127,0.09068763631312479,0.4951412999555145,-0.11831434191959606,0.4746930984747817,0.8031721514748953,-1.048712814930168,0.8120841310909761,7266,0.006944706711647264,5,own_lags_only
ftse250,full,baseline,regime_interactions,target,qt_period,QT onward,3,-0.3842086228152077,0.07068654609664925,5.46781090710769e-08,-0.5227542531646402,-0.24566299246577517,0.7136006168289261,0.4161536987057235,0.08639060410664309,-0.10206063263429199,1.5292618662921442,7266,0.006944706711647264,5,own_lags_only
ftse250,full,baseline,regime_interactions,target,baseline,Baseline,4,-0.030787792488268212,0.05711539441501959,0.5898555061012937,-0.1427339655417066,0.08115838056517018,0.10019044055686481,0.05066341229569654,0.04797724465279895,0.0008901524572995922,0.19949072865643003,7265,0.0059714117564591,5,own_lags_only
ftse250,full,baseline,regime_interactions,target,post_qe,Post QE,4,0.10785569539530926,0.1879678718337741,0.5661041189538473,-0.26056133339888793,0.47627272418950645,-0.18996474123102947,0.41673007231425513,0.6485007149166029,-1.0067556829669695,0.6268262005049106,7265,0.0059714117564591,5,own_lags_only
ftse250,full,baseline,regime_interactions,target,post_super_thursday,Post Super Thursday,4,-0.1601731851908003,0.20883510160131333,0.44309101820549257,-0.5694899843293744,0.24914361394777382,0.2086001048820623,0.5031978438168294,0.6784721739247909,-0.7776676689989234,1.194867878763048,7265,0.0059714117564591,5,own_lags_only
