index,sample,robustness_spec,shock,horizon,beta_tightening,se_tightening,pvalue_tightening,ci_lower_tightening,ci_upper_tightening,beta_easing,se_easing,pvalue_easing,ci_lower_easing,ci_upper_easing,asymmetry_test_stat,asymmetry_pvalue,nobs,r_squared,return_lags,control_set
ftse250,full,baseline,qe,1,-0.014291313352809854,0.06936756806820805,0.8367729579291134,-0.15025174676649766,0.12166912006087795,0.06687437417017315,0.0756176304426571,0.37649358372259767,-0.08133618149743475,0.21508492983778105,-1.0163236733057455,0.3094752789739751,4299,0.014089958919656143,5,own_lags_only
ftse250,full,baseline,qe,2,-0.010984558843343156,0.08132916573331876,0.8925620858398792,-0.17038972368064792,0.14842060599396162,-0.03444808947490684,0.08494163987216856,0.6850732090360279,-0.2009337036243572,0.13203752467454355,0.26020005695689546,0.7947094603284993,4298,0.011140175515960582,5,own_lags_only
ftse250,full,baseline,qe,3,-0.0049085949062408875,0.0930190690966962,0.9579153477648281,-0.18722597033576543,0.17740878052328368,0.035202729952487605,0.12343940176120044,0.7755044959572934,-0.20673849749946524,0.2771439574044404,-0.35289428595828765,0.7241676947451576,4297,0.008418770419573063,5,own_lags_only
ftse250,full,baseline,qe,4,-0.03693463094806186,0.11014265267362114,0.7373727743937515,-0.2528142301883593,0.17894496829223555,0.08622965413591276,0.15576260447098347,0.5798549275291474,-0.21906505062721482,0.39152435889904036,-0.8732304150884468,0.3825374998585124,4296,0.007156664654204725,5,own_lags_only
ftse250,full,baseline,qe,5,-0.06397757787033477,0.12093027670009268,0.596774121012166,-0.3010009202025164,0.17304576446184688,0.11605453835056644,0.19015431729826954,0.541651399327918,-0.2566479235540418,0.4887570002551747,-1.1184838821134642,0.26336038657247485,4295,0.007057748421700816,5,own_lags_only
ftse250,full,baseline,qe,6,-0.03810799673473043,0.11658024578188202,0.7437570525451318,-0.2666052784672192,0.19038928499775834,0.1132937407271129,0.1497032294633293,0.4491763504539954,-0.18012458902101253,0.40671207047523833,-1.0788541680032757,0.2806527429171254,4294,0.005002827201613713,5,own_lags_only
ftse250,full,baseline,qe,7,-0.017379500217437137,0.12474736637048106,0.8891992047080015,-0.26188433830358,0.22712533786870573,0.11340758792455903,0.14810945034587533,0.44385409656189223,-0.17688693475335665,0.4037021106024747,-0.9031715088142942,0.36643487656488594,4293,0.004134437385184375,5,own_lags_only
ftse250,full,baseline,qe,8,0.018964288952079206,0.12527335378786703,0.8796733921954257,-0.22657148447214015,0.2645000623762986,0.16523716579412157,0.16525854036702545,0.3173731049953281,-0.15866957332524828,0.4891439049134914,-0.9606241413088233,0.33674118578595047,4292,0.0038341000983961315,5,own_lags_only
ftse250,full,baseline,qe,9,0.008425518363899516,0.1398179278326603,0.9519480465492589,-0.26561762018811463,0.2824686569159137,0.15130093758354438,0.14755824202675935,0.30519137749432323,-0.13791321678890392,0.4405150919559927,-0.9480143712129465,0.34312213810388215,4291,0.0027833805402319722,5,own_lags_only
ftse250,full,baseline,qe,10,0.03523463538235143,0.1347081359947084,0.7936585376237499,-0.22879331116727702,0.2992625819319799,0.13815595157756208,0.1555259719482462,0.37437168660091347,-0.16667495344100045,0.4429868565961246,-0.65295355902969,0.5137862186961075,4290,0.002984943914248417,5,own_lags_only
ftse250,full,baseline,qe,11,0.02100944157738721,0.13480444882579778,0.876150274121029,-0.24320727812117643,0.28522616127595085,0.1415153818795276,0.1382828816562876,0.30613010384297856,-0.1295190661667961,0.4125498299258513,-0.7770047157849775,0.4371559880868112,4289,0.003094454535492841,5,own_lags_only
ftse250,full,baseline,qe,12,-0.007924397032709824,0.13747088552571618,0.9540320543469103,-0.27736733266311353,0.2615185385976939,0.23531605141768833,0.1706470278338549,0.16790595615134196,-0.0991521231366673,0.5697842259720439,-1.4479120333350681,0.14764165383519984,4288,0.003927047543691553,5,own_lags_only
ftse250,full,baseline,qe,13,-0.034122040002606324,0.14793626016265765,0.8175838759572236,-0.3240771099214153,0.25583302991620266,0.3164090911244137,0.20707166902150656,0.1265082444808512,-0.08945138015773918,0.7222695624065665,-1.8734829471016357,0.06100172539792114,4287,0.004419523018951876,5,own_lags_only
ftse250,full,baseline,qe,14,-0.11285364194383954,0.15386706980748557,0.4632846485901484,-0.41443309876651124,0.1887258148788322,0.3152377961846468,0.22206892596795993,0.1557389243522041,-0.12001729871255468,0.7504928910818482,-2.1187682746818006,0.03411005513115291,4286,0.005503902958511997,5,own_lags_only
ftse250,full,baseline,qe,15,-0.06142676675416002,0.1625242450495757,0.7054644086911641,-0.37997428705132835,0.2571207535430083,0.3848974424833516,0.23710874895286935,0.10452636162929176,-0.07983570546427232,0.8496305904309756,-2.031850552355948,0.042168787687932835,4285,0.005449917550993777,5,own_lags_only
